GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,Ontology
GO:0044389,ubiquitin-like protein ligase binding,326,28,5.46,1.60E-12,1.33E-09,1.11E-10,5.13,MF
GO:0015672,monovalent inorganic cation transport,459,28,7.69,4.60E-09,2.21E-05,2.17E-07,3.64,BP
GO:0098978,glutamatergic synapse,514,28,8.74,7.00E-08,4.41E-05,5.25E-07,3.2,CC
GO:0015980,energy derivation by oxidation of organi...,262,27,4.39,5.40E-14,2.60E-10,5.00E-12,6.15,BP
GO:0033267,axon part,454,27,7.72,2.00E-08,1.26E-05,1.68E-07,3.5,CC
GO:1904951,positive regulation of establishment of ...,467,27,7.82,2.70E-08,1.30E-04,1.11E-06,3.45,BP
GO:0016887,ATPase activity,386,26,6.47,2.10E-09,1.74E-06,6.70E-08,4.02,MF
GO:0051222,positive regulation of protein transport,448,26,7.5,4.50E-08,2.17E-04,1.77E-06,3.47,BP
GO:0070469,respiratory chain,91,25,1.55,1.50E-23,9.45E-21,3.50E-22,16.13,CC
GO:0015078,proton transmembrane transporter activit...,121,25,2.03,2.10E-20,1.74E-17,8.70E-18,12.32,MF
GO:0005840,ribosome,227,25,3.86,1.50E-13,9.45E-11,2.30E-12,6.48,CC
GO:1903829,positive regulation of cellular protein ...,302,25,5.06,6.00E-11,2.89E-07,3.65E-09,4.94,BP
GO:0015077,monovalent inorganic cation transmembran...,363,25,6.08,2.80E-09,2.32E-06,8.60E-08,4.11,MF
GO:0014069,postsynaptic density,397,25,6.75,2.30E-08,1.45E-05,1.91E-07,3.7,CC
GO:0032279,asymmetric synapse,400,25,6.8,2.60E-08,1.64E-05,2.13E-07,3.68,CC
GO:0098984,neuron to neuron synapse,425,25,7.22,8.50E-08,5.35E-05,6.23E-07,3.46,CC
GO:0099572,postsynaptic specialization,436,25,7.41,1.40E-07,8.82E-05,1.00E-06,3.37,CC
GO:0150034,distal axon,374,24,6.36,3.00E-08,1.89E-05,2.42E-07,3.77,CC
GO:0007005,mitochondrion organization,468,24,7.84,1.40E-06,0.0067368,4.01E-05,3.06,BP
GO:0005746,mitochondrial respiratory chain,79,23,1.34,2.00E-22,1.26E-19,4.34E-21,17.16,CC
GO:0098803,respiratory chain complex,83,23,1.41,7.20E-22,4.54E-19,1.51E-20,16.31,CC
GO:0045333,cellular respiration,168,23,2.81,9.30E-15,4.48E-11,1.04E-12,8.19,BP
GO:0044445,cytosolic part,265,23,4.5,1.90E-10,1.20E-07,2.03E-09,5.11,CC
GO:0098589,membrane region,383,23,6.51,2.00E-07,1.26E-04,1.37E-06,3.53,CC
GO:0043254,regulation of protein complex assembly,458,23,7.67,3.30E-06,0.0158796,8.92E-05,3,BP
GO:0044391,ribosomal subunit,192,22,3.26,2.00E-12,1.26E-09,2.86E-11,6.75,CC
GO:0042623,"ATPase activity, coupled",286,22,4.79,3.40E-09,2.82E-06,1.01E-07,4.59,MF
GO:0030133,transport vesicle,324,22,5.51,4.30E-08,2.71E-05,3.43E-07,3.99,CC
GO:0045121,membrane raft,370,22,6.29,4.30E-07,2.71E-04,2.88E-06,3.5,CC
GO:0098857,membrane microdomain,371,22,6.3,4.50E-07,2.84E-04,2.98E-06,3.49,CC
GO:0003735,structural constituent of ribosome,151,21,2.53,1.00E-13,8.29E-11,1.04E-11,8.3,MF
GO:0003729,mRNA binding,270,21,4.52,6.40E-09,5.31E-06,1.83E-07,4.65,MF
GO:0008380,RNA splicing,366,21,6.13,1.10E-06,0.0052932,3.21E-05,3.43,BP
GO:0022626,cytosolic ribosome,109,20,1.85,2.20E-15,1.39E-12,3.55E-14,10.81,CC
GO:0008021,synaptic vesicle,227,20,3.86,2.20E-09,1.39E-06,2.07E-08,5.18,CC
GO:0070382,exocytic vesicle,247,20,4.2,9.60E-09,6.05E-06,8.17E-08,4.76,CC
GO:0012506,vesicle membrane,336,20,5.71,1.40E-06,8.82E-04,8.73E-06,3.5,CC
GO:0022804,active transmembrane transporter activit...,355,20,5.95,2.60E-06,0.0021554,4.31E-05,3.36,MF
GO:0005525,GTP binding,360,20,6.03,3.20E-06,0.0026528,5.10E-05,3.32,MF
GO:0032550,purine ribonucleoside binding,367,20,6.15,4.30E-06,0.0035647,6.25E-05,3.25,MF
GO:0001883,purine nucleoside binding,372,20,6.23,5.30E-06,0.0043937,7.20E-05,3.21,MF
GO:0032549,ribonucleoside binding,372,20,6.23,5.30E-06,0.0043937,7.20E-05,3.21,MF
GO:0001882,nucleoside binding,383,20,6.41,8.10E-06,0.0067149,1.07E-04,3.12,MF
GO:0030141,secretory granule,385,20,6.54,1.10E-05,0.00693,6.19E-05,3.06,CC
GO:0019001,guanyl nucleotide binding,384,20,6.43,8.40E-06,0.0069636,1.07E-04,3.11,MF
GO:0032561,guanyl ribonucleotide binding,384,20,6.43,8.40E-06,0.0069636,1.07E-04,3.11,MF
GO:0031252,cell leading edge,387,20,6.58,1.20E-05,0.00756,6.69E-05,3.04,CC
