GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,Ontology
GO:0034645,cellular macromolecule biosynthetic proc...,4006,129,80.52,7.7e-09,3.70524e-5,9.500615384615385e-7,1.6,BP
GO:0080090,regulation of primary metabolic process,5295,159,106.43,8.2e-09,3.94584e-5,9.624e-7,1.49,BP
GO:0000278,mitotic cell cycle,813,43,16.34,8.2e-09,3.94584e-5,9.624e-7,2.63,BP
GO:0019222,regulation of metabolic process,6009,175,120.78,8.6e-09,4.1383199999999994e-5,9.853142857142857e-7,1.45,BP
GO:0048519,negative regulation of biological proces...,5347,160,107.47,9.2e-09,4.4270399999999995e-5,1.0295441860465117e-6,1.49,BP
GO:0030036,actin cytoskeleton organization,670,38,13.47,1.0e-08,4.812e-5,1.0693333333333335e-6,2.82,BP
GO:0051130,positive regulation of cellular componen...,1303,58,26.19,1.0e-08,4.812e-5,1.0693333333333335e-6,2.21,BP
GO:0006139,nucleobase-containing compound metabolic...,4840,148,97.28,1.1e-08,5.2931999999999994e-5,1.150695652173913e-6,1.52,BP
GO:0012501,programmed cell death,1947,76,39.13,1.3e-08,6.2556e-5,1.3309787234042552e-6,1.94,BP
GO:0050794,regulation of cellular process,10724,272,215.55,1.8e-08,8.6616e-5,1.8044999999999998e-6,1.26,BP
GO:0048523,negative regulation of cellular process,4750,145,95.48,2.0e-08,9.624e-5,1.9640816326530614e-6,1.52,BP
GO:0010638,positive regulation of organelle organiz...,604,35,12.14,2.3e-08,1.1067600000000001e-4,2.2135199999999998e-6,2.88,BP
GO:0006915,apoptotic process,1905,74,38.29,2.5e-08,1.203e-4,2.3588235294117646e-6,1.93,BP
GO:0000226,microtubule cytoskeleton organization,578,34,11.62,2.6e-08,1.25112e-4,2.406e-6,2.93,BP
GO:0008104,protein localization,2633,93,52.92,3.0e-08,1.4435999999999998e-4,2.7237735849056603e-6,1.76,BP
GO:0060255,regulation of macromolecule metabolic pr...,5534,162,111.23,3.4e-08,1.63608e-4,3.0297777777777778e-6,1.46,BP
GO:0008219,cell death,2108,79,42.37,3.7e-08,1.78044e-4,3.2371636363636362e-6,1.86,BP
GO:0050789,regulation of biological process,11466,285,230.47,3.9e-08,1.87668e-4,3.3512142857142858e-6,1.24,BP
GO:0016071,mRNA metabolic process,647,36,13,4.1e-08,1.97292e-4,3.461263157894737e-6,2.77,BP
GO:0051301,cell division,590,34,11.86,4.3e-08,2.06916e-4,3.5070508474576273e-6,2.87,BP
GO:0031399,regulation of protein modification proce...,1783,70,35.84,4.3e-08,2.06916e-4,3.5070508474576273e-6,1.95,BP
GO:0044087,regulation of cellular component biogene...,957,46,19.24,4.4e-08,2.1172799999999998e-4,3.5288e-6,2.39,BP
GO:0006397,mRNA processing,453,29,9.11,4.7e-08,2.26164e-4,3.7076065573770494e-6,3.18,BP
GO:0006412,translation,572,33,11.5,6.6e-08,3.17592e-4,5.122451612903225e-6,2.87,BP
GO:0046483,heterocycle metabolic process,4969,148,99.88,6.8e-08,3.27216e-4,5.193904761904762e-6,1.48,BP
GO:0030029,actin filament-based process,758,39,15.24,8.7e-08,4.1864399999999997e-4,6.5413124999999996e-6,2.56,BP
GO:0044271,cellular nitrogen compound biosynthetic ...,3970,124,79.8,1.0e-07,4.812e-4,7.2909090909090905e-6,1.55,BP
GO:1903827,regulation of cellular protein localizat...,526,31,10.57,1.0e-07,4.812e-4,7.2909090909090905e-6,2.93,BP
GO:0033036,macromolecule localization,2958,99,59.46,1.4e-07,6.736800000000001e-4,9.907058823529413e-6,1.66,BP
GO:0007346,regulation of mitotic cell cycle,505,30,10.15,1.4e-07,6.736800000000001e-4,9.907058823529413e-6,2.96,BP
GO:0006464,cellular protein modification process,3496,112,70.27,1.5e-07,7.218e-4,1.0311428571428571e-5,1.59,BP
GO:0036211,protein modification process,3496,112,70.27,1.5e-07,7.218e-4,1.0311428571428571e-5,1.59,BP
GO:0034622,cellular protein-containing complex asse...,1000,46,20.1,1.6e-07,7.6992e-4,1.0843943661971831e-5,2.29,BP
GO:0043043,peptide biosynthetic process,595,33,11.96,1.7e-07,8.180399999999999e-4,1.1206027397260273e-5,2.76,BP
GO:0006725,cellular aromatic compound metabolic pro...,5041,148,101.32,1.7e-07,8.180399999999999e-4,1.1206027397260273e-5,1.46,BP
GO:1903047,mitotic cell cycle process,658,35,13.23,1.9e-07,9.142800000000001e-4,1.21904e-5,2.65,BP
GO:0051179,localization,5896,167,118.51,1.9e-07,9.142800000000001e-4,1.21904e-5,1.41,BP
GO:0043933,protein-containing complex subunit organ...,1969,73,39.58,2.1e-07,0.00101052,1.3296315789473685e-5,1.84,BP
GO:0031324,negative regulation of cellular metaboli...,2476,86,49.77,2.4e-07,0.0011548799999999998,1.4998441558441557e-5,1.73,BP
GO:0006396,RNA processing,822,40,16.52,2.6e-07,0.00125112,1.5836962025316457e-5,2.42,BP
GO:0051493,regulation of cytoskeleton organization,548,31,11.01,2.6e-07,0.00125112,1.5836962025316457e-5,2.82,BP
GO:1901564,organonitrogen compound metabolic proces...,6107,171,122.75,2.7e-07,0.0012992400000000001,1.62405e-5,1.39,BP
GO:0033044,regulation of chromosome organization,358,24,7.2,3.0e-07,0.0014436,1.782222222222222e-5,3.33,BP
GO:0051172,negative regulation of nitrogen compound...,2297,81,46.17,3.2e-07,0.00153984,1.8778536585365854e-5,1.75,BP
GO:1901360,organic cyclic compound metabolic proces...,5235,151,105.22,3.7e-07,0.00178044,2.14510843373494e-5,1.44,BP
GO:0051276,chromosome organization,1105,48,22.21,4.5e-07,0.0021654,2.5778571428571425e-5,2.16,BP
GO:0009892,negative regulation of metabolic process,2874,95,57.77,4.7e-07,0.00226164,2.6607529411764706e-5,1.64,BP
GO:0065007,biological regulation,12076,292,242.73,4.9e-07,0.0023578799999999997,2.741720930232558e-5,1.2,BP
GO:0006518,peptide metabolic process,749,37,15.05,5.1e-07,0.0024541199999999997,2.8208275862068965e-5,2.46,BP
GO:0097435,supramolecular fiber organization,687,35,13.81,5.2e-07,0.00250224,2.8434545454545452e-5,2.53,BP
GO:0000910,cytokinesis,158,15,3.18,7.4e-07,0.00356088,4.000988764044944e-5,4.72,BP
GO:0070925,organelle assembly,801,38,16.1,9.6e-07,0.004619519999999999,5.1328e-5,2.36,BP
GO:0010556,regulation of macromolecule biosynthetic...,3333,105,66.99,9.9e-07,0.00476388,5.235032967032967e-5,1.57,BP
GO:0044249,cellular biosynthetic process,4923,142,98.95,1.1e-06,0.0052932000000000005,5.631063829787234e-5,1.44,BP
GO:0043412,macromolecule modification,3676,113,73.89,1.1e-06,0.0052932000000000005,5.631063829787234e-5,1.53,BP
GO:0060341,regulation of cellular localization,971,43,19.52,1.1e-06,0.0052932000000000005,5.631063829787234e-5,2.2,BP
GO:0010948,negative regulation of cell cycle proces...,232,18,4.66,1.2e-06,0.0057744,6.015e-5,3.86,BP
GO:0010605,negative regulation of macromolecule met...,2612,87,52.5,1.2e-06,0.0057744,6.015e-5,1.66,BP
GO:1901988,negative regulation of cell cycle phase ...,165,15,3.32,1.3e-06,0.0062556,6.449072164948454e-5,4.52,BP
GO:0051252,regulation of RNA metabolic process,3073,98,61.77,1.5e-06,0.0072180000000000005,7.36530612244898e-5,1.59,BP
GO:2000112,regulation of cellular macromolecule bio...,3241,102,65.14,1.6e-06,0.0076992,7.6992e-5,1.57,BP
GO:0008380,RNA splicing,366,23,7.36,1.6e-06,0.0076992,7.6992e-5,3.12,BP
GO:1901991,negative regulation of mitotic cell cycl...,147,14,2.95,1.7e-06,0.0081804000000000009,8.020000000000001e-5,4.75,BP
GO:0045930,negative regulation of mitotic cell cycl...,238,18,4.78,1.7e-06,0.0081804000000000009,8.020000000000001e-5,3.77,BP
GO:0010468,regulation of gene expression,3892,117,78.23,2.1e-06,0.010105199999999998,9.810873786407766e-5,1.5,BP
GO:0043604,amide biosynthetic process,701,34,14.09,2.3e-06,0.0110676,1.0641923076923076e-4,2.41,BP
GO:0043067,regulation of programmed cell death,1573,59,31.62,2.5e-06,0.01203,1.1457142857142859e-4,1.87,BP
GO:1901987,regulation of cell cycle phase transitio...,297,20,5.97,2.8e-06,0.013473599999999999,1.2710943396226413e-4,3.35,BP
GO:0031056,regulation of histone modification,154,14,3.1,2.9e-06,0.013954800000000002,1.3041869158878506e-4,4.52,BP
GO:1901576,organic substance biosynthetic process,5019,142,100.88,3.3e-06,0.0158796,1.4703333333333335e-4,1.41,BP
GO:0042981,regulation of apoptotic process,1552,58,31.2,3.5e-06,0.016842,1.531090909090909e-4,1.86,BP
GO:0009058,biosynthetic process,5115,144,102.81,3.5e-06,0.016842,1.531090909090909e-4,1.4,BP
GO:0051649,establishment of localization in cell,1933,68,38.85,3.7e-06,0.0178044,1.6040000000000002e-4,1.75,BP
GO:0007018,microtubule-based movement,278,19,5.59,3.9e-06,0.0187668,1.675607142857143e-4,3.4,BP
GO:0006351,"transcription, DNA-templated",2897,92,58.23,4.2e-06,0.020210399999999996,1.7885309734513272e-4,1.58,BP
GO:0009889,regulation of biosynthetic process,3570,108,71.76,4.5e-06,0.021654,1.8994736842105263e-4,1.51,BP
GO:0097659,nucleic acid-templated transcription,2905,92,58.39,4.7e-06,0.0226164,1.9666434782608696e-4,1.58,BP
GO:2001252,positive regulation of chromosome organi...,184,15,3.7,5.0e-06,0.02406,2.074137931034483e-4,4.05,BP
GO:0031326,regulation of cellular biosynthetic proc...,3496,106,70.27,5.2e-06,0.0250224,2.1027226890756303e-4,1.51,BP
GO:0010941,regulation of cell death,1723,62,34.63,5.2e-06,0.0250224,2.1027226890756303e-4,1.79,BP
GO:0051129,negative regulation of cellular componen...,761,35,15.3,5.2e-06,0.0250224,2.1027226890756303e-4,2.29,BP
GO:0032774,RNA biosynthetic process,2918,92,58.65,5.6e-06,0.026947199999999998,2.2456e-4,1.57,BP
GO:0019219,regulation of nucleobase-containing comp...,3382,103,67.98,6.1e-06,0.0293532,2.4258842975206612e-4,1.52,BP
GO:0043603,cellular amide metabolic process,970,41,19.5,6.3e-06,0.030315599999999998,2.4848852459016395e-4,2.1,BP
GO:0006355,"regulation of transcription, DNA-templat...",2805,89,56.38,6.5e-06,0.031278,2.542926829268293e-4,1.58,BP
GO:0065003,protein-containing complex assembly,1740,62,34.97,7.1e-06,0.0341652,2.755258064516129e-4,1.77,BP
GO:1903506,regulation of nucleic acid-templated tra...,2813,89,56.54,7.3e-06,0.0351276,2.8102080000000005e-4,1.57,BP
GO:1901990,regulation of mitotic cell cycle phase t...,265,18,5.33,7.7e-06,0.037052400000000006,2.940666666666667e-4,3.38,BP
GO:0071824,protein-DNA complex subunit organization,215,16,4.32,7.9e-06,0.0380148,2.993291338582677e-4,3.7,BP
GO:2001141,regulation of RNA biosynthetic process,2822,89,56.72,8.3e-06,0.0399396,3.12028125e-4,1.57,BP
GO:0044770,cell cycle phase transition,404,23,8.12,8.4e-06,0.04042079999999999,3.133395348837209e-4,2.83,BP
GO:0032879,regulation of localization,2869,90,57.67,9.0e-06,0.043308,3.331384615384616e-4,1.56,BP
GO:0019220,regulation of phosphate metabolic proces...,1720,61,34.57,9.8e-06,0.047157599999999994,3.572545454545454e-4,1.76,BP
GO:1902903,regulation of supramolecular fiber organ...,351,21,7.06,9.8e-06,0.047157599999999994,3.572545454545454e-4,2.97,BP
GO:0051174,regulation of phosphorus metabolic proce...,1721,61,34.59,1.0e-05,0.04812,3.6180451127819553e-4,1.76,BP
GO:0006928,movement of cell or subcellular componen...,2039,69,40.98,1.1e-05,0.052932,3.950149253731343e-4,1.68,BP
GO:1903829,positive regulation of cellular protein ...,302,19,6.07,1.3e-05,0.062556,4.599705882352941e-4,3.13,BP
GO:1902275,regulation of chromatin organization,199,15,4,1.3e-05,0.062556,4.599705882352941e-4,3.75,BP
GO:0006325,chromatin organization,735,33,14.77,1.6e-05,0.07699199999999999,5.61985401459854e-4,2.23,BP
GO:0090068,positive regulation of cell cycle proces...,254,17,5.11,1.7e-05,0.081804,5.885179856115108e-4,3.33,BP
GO:0046907,intracellular transport,1523,55,30.61,1.7e-05,0.081804,5.885179856115108e-4,1.8,BP
GO:0044772,mitotic cell cycle phase transition,365,21,7.34,1.8e-05,0.086616,6.099718309859154e-4,2.86,BP
GO:0080135,regulation of cellular response to stres...,674,31,13.55,1.8e-05,0.086616,6.099718309859154e-4,2.29,BP
GO:0070507,regulation of microtubule cytoskeleton o...,205,15,4.12,1.8e-05,0.086616,6.099718309859154e-4,3.64,BP
GO:0010629,negative regulation of gene expression,1800,62,36.18,2.0e-05,0.09624,6.730069930069931e-4,1.71,BP
GO:0016310,phosphorylation,2198,72,44.18,2.1e-05,0.10105199999999999,7.017499999999999e-4,1.63,BP
GO:0010970,transport along microtubule,160,13,3.22,2.2e-05,0.105864,7.250958904109589e-4,4.04,BP
GO:0099111,microtubule-based transport,160,13,3.22,2.2e-05,0.105864,7.250958904109589e-4,4.04,BP
GO:0070647,protein modification by small protein co...,748,33,15.03,2.3e-05,0.110676,7.528979591836736e-4,2.2,BP
GO:0008088,axo-dendritic transport,77,9,1.55,2.4e-05,0.11548800000000001,7.750872483221477e-4,5.81,BP
GO:0045786,negative regulation of cell cycle,462,24,9.29,2.4e-05,0.11548800000000001,7.750872483221477e-4,2.58,BP
GO:1901653,cellular response to peptide,290,18,5.83,2.6e-05,0.125112,8.3408e-4,3.09,BP
GO:0007015,actin filament organization,405,22,8.14,2.7e-05,0.12992399999999998,8.547631578947368e-4,2.7,BP
GO:0033365,protein localization to organelle,789,34,15.86,2.7e-05,0.12992399999999998,8.547631578947368e-4,2.14,BP
GO:0032270,positive regulation of cellular protein ...,1551,55,31.18,2.8e-05,0.134736,8.806274509803921e-4,1.76,BP
GO:0030030,cell projection organization,1590,56,31.96,2.9e-05,0.139548,9.061558441558441e-4,1.75,BP
GO:0050793,regulation of developmental process,2753,85,55.34,3.1e-05,0.149172,9.624000000000001e-4,1.54,BP
GO:0042325,regulation of phosphorylation,1559,55,31.34,3.3e-05,0.15879600000000002,0.001017923076923077,1.75,BP
GO:0042274,ribosomal small subunit biogenesis,63,8,1.27,3.7e-05,0.17804399999999998,0.0011268607594936708,6.3,BP
GO:0009893,positive regulation of metabolic process,3528,103,70.91,3.7e-05,0.17804399999999998,0.0011268607594936708,1.45,BP
GO:1990778,protein localization to cell periphery,355,20,7.14,3.8e-05,0.18285600000000002,0.0011500377358490566,2.8,BP
GO:1902905,positive regulation of supramolecular fi...,195,14,3.92,4.3e-05,0.20691600000000002,0.001285192546583851,3.57,BP
GO:0016482,cytosolic transport,147,12,2.95,4.3e-05,0.20691600000000002,0.001285192546583851,4.07,BP
GO:0022603,regulation of anatomical structure morph...,1091,42,21.93,4.4e-05,0.211728,0.001306962962962963,1.92,BP
GO:0030705,cytoskeleton-dependent intracellular tra...,172,13,3.46,4.7e-05,0.22616399999999998,0.0013875092024539875,3.76,BP
GO:0051247,positive regulation of protein metabolic...,1659,57,33.35,4.8e-05,0.23097600000000001,0.001408390243902439,1.71,BP
GO:0120036,plasma membrane bounded cell projection ...,1544,54,31.03,4.9e-05,0.235788,0.0014290181818181818,1.74,BP
GO:0051253,negative regulation of RNA metabolic pro...,1281,47,25.75,5.0e-05,0.2406,0.001449397590361446,1.83,BP
GO:0043065,positive regulation of apoptotic process,647,29,13,5.4e-05,0.25984799999999997,0.0015467142857142856,2.23,BP
GO:0006974,cellular response to DNA damage stimulus,748,32,15.03,5.4e-05,0.25984799999999997,0.0015467142857142856,2.13,BP
GO:0051983,regulation of chromosome segregation,106,10,2.13,5.5e-05,0.26466,0.0015660355029585799,4.69,BP
GO:0007098,centrosome cycle,128,11,2.57,5.6e-05,0.269472,0.0015851294117647059,4.28,BP
GO:0120035,regulation of plasma membrane bounded ce...,784,33,15.76,5.7e-05,0.27428400000000003,0.0016040000000000002,2.09,BP
GO:0043068,positive regulation of programmed cell d...,652,29,13.11,6.2e-05,0.298344,0.0017345581395348838,2.21,BP
GO:0009890,negative regulation of biosynthetic proc...,1524,53,30.63,6.7e-05,0.322404,0.001863606936416185,1.73,BP
GO:0045934,negative regulation of nucleobase-contai...,1410,50,28.34,6.8e-05,0.327216,0.001880551724137931,1.76,BP
GO:0071826,ribonucleoprotein complex subunit organi...,230,15,4.62,6.9e-05,0.332028,0.0018973028571428571,3.25,BP
GO:0034330,cell junction organization,257,16,5.17,7.0e-05,0.33684,0.001913863636363636,3.09,BP
GO:0031344,regulation of cell projection organizati...,793,33,15.94,7.1e-05,0.341652,0.0019193932584269666,2.07,BP
GO:0000281,mitotic cytokinesis,69,8,1.39,7.1e-05,0.341652,0.0019193932584269666,5.76,BP
GO:0045892,"negative regulation of transcription, DN...",1189,44,23.9,7.3e-05,0.351276,0.0019515333333333335,1.84,BP
GO:1903311,regulation of mRNA metabolic process,258,16,5.19,7.3e-05,0.351276,0.0019515333333333335,3.08,BP
GO:0006468,protein phosphorylation,1842,61,37.02,7.4e-05,0.35608799999999996,0.0019673370165745854,1.65,BP
GO:0010604,positive regulation of macromolecule met...,3247,95,65.26,7.6e-05,0.36571200000000004,0.0020094065934065934,1.46,BP
GO:1903507,negative regulation of nucleic acid-temp...,1193,44,23.98,7.9e-05,0.380148,0.002077311475409836,1.83,BP
GO:1902679,negative regulation of RNA biosynthetic ...,1194,44,24,8.0e-05,0.38496,0.002092173913043478,1.83,BP
GO:0010639,negative regulation of organelle organiz...,407,21,8.18,8.6e-05,0.41383200000000003,0.002213005347593583,2.57,BP
GO:0034329,cell junction assembly,208,14,4.18,8.6e-05,0.41383200000000003,0.002213005347593583,3.35,BP
GO:0006357,regulation of transcription by RNA polym...,2012,65,40.44,8.6e-05,0.41383200000000003,0.002213005347593583,1.61,BP
GO:0051302,regulation of cell division,159,12,3.2,9.3e-05,0.44751599999999997,0.0023804042553191487,3.75,BP
GO:2000113,negative regulation of cellular macromol...,1391,49,27.96,9.4e-05,0.45232799999999995,0.002393269841269841,1.75,BP
GO:0006986,response to unfolded protein,113,10,2.27,9.5e-05,0.45714000000000005,0.002406,4.41,BP
GO:0001932,regulation of protein phosphorylation,1431,50,28.76,9.7e-05,0.466764,0.0024437905759162304,1.74,BP
GO:0044089,positive regulation of cellular componen...,538,25,10.81,0.00010,0.4812,0.0024804123711340206,2.31,BP
GO:0045022,early endosome to late endosome transpor...,38,6,0.76,0.00010,0.4812,0.0024804123711340206,7.89,BP
GO:0031023,microtubule organizing center organizati...,137,11,2.75,0.00010,0.4812,0.0024804123711340206,4,BP
GO:0032502,developmental process,6278,162,126.19,0.00011,0.52932,0.0026733333333333336,1.28,BP
GO:0008283,cell proliferation,2027,65,40.74,0.00011,0.52932,0.0026733333333333336,1.6,BP
GO:0043069,negative regulation of programmed cell d...,955,37,19.2,0.00011,0.52932,0.0026733333333333336,1.93,BP
GO:0045787,positive regulation of cell cycle,355,19,7.14,0.00011,0.52932,0.0026733333333333336,2.66,BP
GO:0010942,positive regulation of cell death,710,30,14.27,0.00012,0.5774400000000001,0.002816780487804878,2.1,BP
GO:0061640,cytoskeleton-dependent cytokinesis,94,9,1.89,0.00012,0.5774400000000001,0.002816780487804878,4.76,BP
GO:0032886,regulation of microtubule-based process,241,15,4.84,0.00012,0.5774400000000001,0.002816780487804878,3.1,BP
GO:0034654,nucleobase-containing compound biosynthe...,3328,96,66.89,0.00012,0.5774400000000001,0.002816780487804878,1.44,BP
GO:0031060,regulation of histone methylation,74,8,1.49,0.00012,0.5774400000000001,0.002816780487804878,5.37,BP
GO:0031329,regulation of cellular catabolic process,711,30,14.29,0.00012,0.5774400000000001,0.002816780487804878,2.1,BP
GO:0042127,regulation of cell proliferation,1676,56,33.69,0.00012,0.5774400000000001,0.002816780487804878,1.66,BP
GO:0098927,vesicle-mediated transport between endos...,40,6,0.8,0.00014,0.67368,0.003270291262135922,7.5,BP
GO:0006796,phosphate-containing compound metabolic ...,2963,87,59.56,0.00015,0.7217999999999999,0.0034701923076923074,1.46,BP
GO:0006338,chromatin remodeling,143,11,2.87,0.00015,0.7217999999999999,0.0034701923076923074,3.83,BP
GO:0051495,positive regulation of cytoskeleton orga...,220,14,4.42,0.00016,0.76992,0.0035977570093457946,3.17,BP
GO:0010595,positive regulation of endothelial cell ...,98,9,1.97,0.00016,0.76992,0.0035977570093457946,4.57,BP
GO:0009653,anatomical structure morphogenesis,2759,82,55.46,0.00016,0.76992,0.0035977570093457946,1.48,BP
GO:0006333,chromatin assembly or disassembly,144,11,2.89,0.00016,0.76992,0.0035977570093457946,3.81,BP
GO:0010634,positive regulation of epithelial cell m...,144,11,2.89,0.00016,0.76992,0.0035977570093457946,3.81,BP
GO:0043066,negative regulation of apoptotic process,937,36,18.83,0.00016,0.76992,0.0035977570093457946,1.91,BP
GO:0065009,regulation of molecular function,2513,76,50.51,0.00017,0.8180400000000001,0.003804837209302326,1.5,BP
GO:0006950,response to stress,3538,100,71.11,0.00018,0.86616,0.003973211009174312,1.41,BP
GO:0010558,negative regulation of macromolecule bio...,1428,49,28.7,0.00018,0.86616,0.003973211009174312,1.71,BP
GO:0008286,insulin receptor signaling pathway,122,10,2.45,0.00018,0.86616,0.003973211009174312,4.08,BP
GO:0006366,transcription by RNA polymerase II,2067,65,41.55,0.00019,0.9142800000000001,0.004118378378378379,1.56,BP
GO:0006793,phosphorus metabolic process,2985,87,60,0.00019,0.9142800000000001,0.004118378378378379,1.45,BP
GO:0032535,regulation of cellular component size,400,20,8.04,0.00019,0.9142800000000001,0.004118378378378379,2.49,BP
GO:0009894,regulation of catabolic process,837,33,16.82,0.00019,0.9142800000000001,0.004118378378378379,1.96,BP
GO:0032269,negative regulation of cellular protein ...,1020,38,20.5,0.00020,0.9624,0.004296428571428572,1.85,BP
GO:0032880,regulation of protein localization,1057,39,21.25,0.00020,0.9624,0.004296428571428572,1.84,BP
GO:0050790,regulation of catalytic activity,1833,59,36.84,0.00021,1,0.0044912,1.6,BP
GO:0042255,ribosome assembly,61,7,1.23,0.00022,1,0.004663612334801762,5.69,BP
GO:0032273,positive regulation of protein polymeriz...,125,10,2.51,0.00022,1,0.004663612334801762,3.98,BP
GO:0010631,epithelial cell migration,285,16,5.73,0.00023,1,0.00485421052631579,2.79,BP
GO:0018130,heterocycle biosynthetic process,3392,96,68.18,0.00024,1,0.00499948051948052,1.41,BP
GO:0031327,negative regulation of cellular biosynth...,1485,50,29.85,0.00024,1,0.00499948051948052,1.68,BP
GO:0060548,negative regulation of cell death,1067,39,21.45,0.00024,1,0.00499948051948052,1.82,BP
GO:0072659,protein localization to plasma membrane,287,16,5.77,0.00025,1,0.005097457627118645,2.77,BP
GO:0090132,epithelium migration,287,16,5.77,0.00025,1,0.005097457627118645,2.77,BP
GO:0043542,endothelial cell migration,203,13,4.08,0.00025,1,0.005097457627118645,3.19,BP
GO:0031401,positive regulation of protein modificat...,1219,43,24.5,0.00025,1,0.005097457627118645,1.76,BP
GO:0051173,positive regulation of nitrogen compound...,3096,89,62.23,0.00025,1,0.005097457627118645,1.43,BP
GO:0001934,positive regulation of protein phosphory...,996,37,20.02,0.00026,1,0.005213,1.85,BP
GO:0033045,regulation of sister chromatid segregati...,83,8,1.67,0.00026,1,0.005213,4.79,BP
