GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,Ontology
GO:0044249,cellular biosynthetic process,4923,55,27.64,2.9e-08,1.39548e-4,6.645142857142857e-6,1.99,BP
GO:0044271,cellular nitrogen compound biosynthetic ...,3970,48,22.29,3.5e-08,1.6842000000000002e-4,7.531826086956521e-6,2.15,BP
GO:0006807,nitrogen compound metabolic process,8802,79,49.42,3.6e-08,1.73232e-4,7.531826086956521e-6,1.6,BP
GO:0007399,nervous system development,2347,35,13.18,3.8e-08,1.82856e-4,7.619e-6,2.66,BP
GO:0034645,cellular macromolecule biosynthetic proc...,4006,48,22.49,4.6e-08,2.2135200000000002e-4,8.854079999999999e-6,2.13,BP
GO:0000902,cell morphogenesis,1114,23,6.25,5.2e-08,2.50224e-4,9.624e-6,3.68,BP
GO:0030182,neuron differentiation,1507,27,8.46,5.5e-08,2.6466e-4,9.802222222222224e-6,3.19,BP
GO:0043170,macromolecule metabolic process,8366,76,46.97,6.1e-08,2.93532e-4,1.0483285714285716e-5,1.62,BP
GO:0032989,cellular component morphogenesis,1225,24,6.88,6.7e-08,3.2240400000000004e-4,1.1117379310344829e-5,3.49,BP
GO:0060255,regulation of macromolecule metabolic pr...,5534,58,31.07,9.6e-08,4.61952e-4,1.53984e-5,1.87,BP
GO:0071704,organic substance metabolic process,9887,84,55.51,1.0e-07,4.812e-4,1.552258064516129e-5,1.51,BP
GO:0044085,cellular component biogenesis,3057,40,17.16,1.1e-07,5.2932e-4,1.654125e-5,2.33,BP
GO:1901564,organonitrogen compound metabolic proces...,6107,61,34.29,2.0e-07,9.624e-4,2.9163636363636362e-5,1.78,BP
GO:0008088,axo-dendritic transport,77,7,0.43,2.6e-07,0.00125112,3.679764705882353e-5,16.28,BP
GO:0010467,gene expression,4801,52,26.96,2.7e-07,0.0012992400000000001,3.712114285714286e-5,1.93,BP
GO:0007010,cytoskeleton organization,1323,24,7.43,2.8e-07,0.0013473600000000001,3.7426666666666665e-5,3.23,BP
GO:0019222,regulation of metabolic process,6009,60,33.74,2.9e-07,0.00139548,3.7715675675675675e-5,1.78,BP
GO:0048522,positive regulation of cellular process,5410,56,30.38,3.1e-07,0.00149172,3.925578947368421e-5,1.84,BP
GO:0080090,regulation of primary metabolic process,5295,55,29.73,3.9e-07,0.0018766800000000001,4.694634146341463e-5,1.85,BP
GO:0051171,regulation of nitrogen compound metaboli...,5150,54,28.92,4.0e-07,0.0019248,4.694634146341463e-5,1.87,BP
GO:0022607,cellular component assembly,2829,37,15.88,4.0e-07,0.0019248,4.694634146341463e-5,2.33,BP
GO:0031323,regulation of cellular metabolic process,5454,56,30.62,4.1e-07,0.00197292,4.6974285714285714e-5,1.83,BP
GO:0008152,metabolic process,10362,85,58.18,4.7e-07,0.00226164,5.259627906976745e-5,1.46,BP
GO:0019538,protein metabolic process,5210,54,29.25,5.9e-07,0.00283908,6.452454545454544e-5,1.85,BP
GO:0051641,cellular localization,2629,35,14.76,6.1e-07,0.00293532,6.522933333333333e-5,2.37,BP
GO:0009653,anatomical structure morphogenesis,2759,36,15.49,6.5e-07,0.0031278,6.799565217391305e-5,2.32,BP
GO:0031175,neuron projection development,1097,21,6.16,7.4e-07,0.00356088,7.576340425531915e-5,3.41,BP
GO:0048468,cell development,2424,33,13.61,8.7e-07,0.0041864400000000005,8.641959183673469e-5,2.42,BP
GO:0098930,axonal transport,58,6,0.33,8.8e-07,0.00423456,8.641959183673469e-5,18.18,BP
GO:0043933,protein-containing complex subunit organ...,1969,29,11.06,1.0e-06,0.0048119999999999994,9.623999999999999e-5,2.62,BP
GO:0042255,ribosome assembly,61,6,0.34,1.2e-06,0.0057744,1.1322352941176471e-4,17.65,BP
GO:0051246,regulation of protein metabolic process,2720,35,15.27,1.4e-06,0.006736799999999999,1.2475555555555555e-4,2.29,BP
GO:0007017,microtubule-based process,770,17,4.32,1.4e-06,0.006736799999999999,1.2475555555555555e-4,3.94,BP
GO:0042274,ribosomal small subunit biogenesis,63,6,0.35,1.4e-06,0.006736799999999999,1.2475555555555555e-4,17.14,BP
GO:0010604,positive regulation of macromolecule met...,3247,39,18.23,1.5e-06,0.0072180000000000005,1.3123636363636363e-4,2.14,BP
GO:0044087,regulation of cellular component biogene...,957,19,5.37,1.6e-06,0.0076992,1.3748571428571428e-4,3.54,BP
GO:0009893,positive regulation of metabolic process,3528,41,19.81,1.7e-06,0.0081804000000000009,1.4351578947368422e-4,2.07,BP
GO:0033043,regulation of organelle organization,1260,22,7.07,1.8e-06,0.0086616,1.4933793103448276e-4,3.11,BP
GO:0032268,regulation of cellular protein metabolic...,2529,33,14.2,2.3e-06,0.0110676,1.8758644067796613e-4,2.32,BP
GO:0009889,regulation of biosynthetic process,3570,41,20.04,2.4e-06,0.0115488,1.9248e-4,2.05,BP
GO:1904377,positive regulation of protein localizat...,69,6,0.39,2.5e-06,0.01203,1.9403225806451614e-4,15.38,BP
GO:0051493,regulation of cytoskeleton organization,548,14,3.08,2.5e-06,0.01203,1.9403225806451614e-4,4.55,BP
GO:0050790,regulation of catalytic activity,1833,27,10.29,2.6e-06,0.0125112,1.985904761904762e-4,2.62,BP
GO:0051240,positive regulation of multicellular org...,1957,28,10.99,2.9e-06,0.013954800000000002,2.1804375000000002e-4,2.55,BP
GO:0010556,regulation of macromolecule biosynthetic...,3333,39,18.71,3.0e-06,0.014436000000000001,2.220923076923077e-4,2.08,BP
GO:0010970,transport along microtubule,160,8,0.9,3.4e-06,0.016360800000000002,2.406e-4,8.89,BP
GO:0099111,microtubule-based transport,160,8,0.9,3.4e-06,0.016360800000000002,2.406e-4,8.89,BP
GO:0009890,negative regulation of biosynthetic proc...,1524,24,8.56,3.4e-06,0.016360800000000002,2.406e-4,2.8,BP
GO:0048519,negative regulation of biological proces...,5347,53,30.02,3.5e-06,0.016842,2.4408695652173914e-4,1.77,BP
GO:0009987,cellular process,15679,108,88.03,3.8e-06,0.0182856,2.6122285714285715e-4,1.23,BP
GO:0007275,multicellular organism development,5380,53,30.21,4.2e-06,0.020210399999999996,2.846535211267605e-4,1.75,BP
GO:0008090,retrograde axonal transport,20,4,0.11,4.3e-06,0.0206916,2.873833333333333e-4,36.36,BP
GO:0009892,negative regulation of metabolic process,2874,35,16.14,4.9e-06,0.023578799999999997,3.208e-4,2.17,BP
GO:0065008,regulation of biological quality,4092,44,22.98,5.0e-06,0.02406,3.208e-4,1.91,BP
GO:0048666,neuron development,1238,21,6.95,5.0e-06,0.02406,3.208e-4,3.02,BP
GO:1901566,organonitrogen compound biosynthetic pro...,1564,24,8.78,5.4e-06,0.0259848,3.4190526315789477e-4,2.73,BP
GO:0030705,cytoskeleton-dependent intracellular tra...,172,8,0.97,5.8e-06,0.027909600000000003,3.5781538461538467e-4,8.25,BP
GO:0061564,axon development,509,13,2.86,5.8e-06,0.027909600000000003,3.5781538461538467e-4,4.55,BP
GO:0071826,ribonucleoprotein complex subunit organi...,230,9,1.29,6.1e-06,0.0293532,3.7155949367088606e-4,6.98,BP
GO:0008089,anterograde axonal transport,48,5,0.27,7.2e-06,0.0346464,4.3307999999999997e-4,18.52,BP
GO:0002181,cytoplasmic translation,83,6,0.47,7.3e-06,0.0351276,4.3367407407407407e-4,12.77,BP
GO:0034613,cellular protein localization,1709,25,9.6,7.6e-06,0.0365712,4.45990243902439e-4,2.6,BP
GO:0048523,negative regulation of cellular process,4750,48,26.67,8.4e-06,0.04042079999999999,4.8119999999999993e-4,1.8,BP
GO:0070727,cellular macromolecule localization,1719,25,9.65,8.4e-06,0.04042079999999999,4.8119999999999993e-4,2.59,BP
GO:0048731,system development,4759,48,26.72,8.8e-06,0.042345600000000004,4.981835294117647e-4,1.8,BP
GO:0007044,cell-substrate junction assembly,86,6,0.48,9.0e-06,0.043308,5.035813953488372e-4,12.5,BP
GO:0048869,cellular developmental process,4475,46,25.13,9.3e-06,0.0447516,5.085409090909091e-4,1.83,BP
GO:0051093,negative regulation of developmental pro...,1082,19,6.08,9.3e-06,0.0447516,5.085409090909091e-4,3.12,BP
GO:0022603,regulation of anatomical structure morph...,1091,19,6.13,1.0e-05,0.04812,5.406741573033708e-4,3.1,BP
GO:2000112,regulation of cellular macromolecule bio...,3241,37,18.2,1.1e-05,0.052932,5.816703296703296e-4,2.03,BP
GO:0010033,response to organic substance,3108,36,17.45,1.1e-05,0.052932,5.816703296703296e-4,2.06,BP
GO:0034622,cellular protein-containing complex asse...,1000,18,5.61,1.2e-05,0.057744000000000004,6.209032258064517e-4,3.21,BP
GO:0031324,negative regulation of cellular metaboli...,2476,31,13.9,1.2e-05,0.057744000000000004,6.209032258064517e-4,2.23,BP
GO:0048856,anatomical structure development,5881,55,33.02,1.3e-05,0.062556,6.51625e-4,1.67,BP
GO:0000904,cell morphogenesis involved in different...,813,16,4.56,1.3e-05,0.062556,6.51625e-4,3.51,BP
GO:0010558,negative regulation of macromolecule bio...,1428,22,8.02,1.3e-05,0.062556,6.51625e-4,2.74,BP
GO:0032990,cell part morphogenesis,726,15,4.08,1.4e-05,0.067368,6.804848484848485e-4,3.68,BP
GO:0050793,regulation of developmental process,2753,33,15.46,1.4e-05,0.067368,6.804848484848485e-4,2.13,BP
GO:0120036,plasma membrane bounded cell projection ...,1544,23,8.67,1.4e-05,0.067368,6.804848484848485e-4,2.65,BP
GO:0007409,axonogenesis,473,12,2.66,1.5e-05,0.07218000000000001,7.218e-4,4.51,BP
GO:0065009,regulation of molecular function,2513,31,14.11,1.6e-05,0.07699199999999999,7.622970297029703e-4,2.2,BP
GO:0006928,movement of cell or subcellular componen...,2039,27,11.45,1.9e-05,0.09142800000000001,8.963529411764707e-4,2.36,BP
GO:0032502,developmental process,6278,57,35.25,2.0e-05,0.09624,9.343689320388351e-4,1.62,BP
GO:0030030,cell projection organization,1590,23,8.93,2.3e-05,0.110676,0.0010641923076923077,2.58,BP
GO:1903078,positive regulation of protein localizat...,61,5,0.34,2.4e-05,0.11548800000000001,0.0010793271028037383,14.71,BP
GO:0031326,regulation of cellular biosynthetic proc...,3496,38,19.63,2.4e-05,0.11548800000000001,0.0010793271028037383,1.94,BP
GO:1901360,organic cyclic compound metabolic proces...,5235,50,29.39,2.4e-05,0.11548800000000001,0.0010793271028037383,1.7,BP
GO:0051173,positive regulation of nitrogen compound...,3096,35,17.38,2.5e-05,0.1203,0.001113888888888889,2.01,BP
GO:0007018,microtubule-based movement,278,9,1.56,2.8e-05,0.134736,0.001213837837837838,5.77,BP
GO:0042254,ribosome biogenesis,278,9,1.56,2.8e-05,0.134736,0.001213837837837838,5.77,BP
GO:0050767,regulation of neurogenesis,967,17,5.43,2.8e-05,0.134736,0.001213837837837838,3.13,BP
GO:2000113,negative regulation of cellular macromol...,1391,21,7.81,2.9e-05,0.139548,0.001234938053097345,2.69,BP
GO:0022613,ribonucleoprotein complex biogenesis,427,11,2.4,2.9e-05,0.139548,0.001234938053097345,4.58,BP
GO:0048812,neuron projection morphogenesis,683,14,3.83,3.0e-05,0.14436000000000002,0.001255304347826087,3.66,BP
GO:0048668,collateral sprouting,32,4,0.18,3.0e-05,0.14436000000000002,0.001255304347826087,22.22,BP
GO:0071310,cellular response to organic substance,2470,30,13.87,3.1e-05,0.149172,0.001264169491525424,2.16,BP
GO:0030154,cell differentiation,4243,43,23.82,3.1e-05,0.149172,0.001264169491525424,1.81,BP
GO:0022618,ribonucleoprotein complex assembly,217,8,1.22,3.1e-05,0.149172,0.001264169491525424,6.56,BP
GO:0006139,nucleobase-containing compound metabolic...,4840,47,27.18,3.3e-05,0.15879600000000002,0.0013233000000000001,1.73,BP
GO:0051960,regulation of nervous system development,1082,18,6.08,3.3e-05,0.15879600000000002,0.0013233000000000001,2.96,BP
GO:0010605,negative regulation of macromolecule met...,2612,31,14.67,3.4e-05,0.163608,0.0013521322314049586,2.11,BP
GO:0051130,positive regulation of cellular componen...,1303,20,7.32,3.7e-05,0.17804399999999998,0.0014475121951219513,2.73,BP
GO:0050794,regulation of cellular process,10724,82,60.21,3.7e-05,0.17804399999999998,0.0014475121951219513,1.36,BP
GO:0120039,plasma membrane bounded cell projection ...,699,14,3.92,3.8e-05,0.18285600000000002,0.0014746451612903226,3.57,BP
GO:1901653,cellular response to peptide,290,9,1.63,3.9e-05,0.187668,0.0015013440000000002,5.52,BP
GO:1903827,regulation of cellular protein localizat...,526,12,2.95,4.1e-05,0.197292,0.0015534803149606297,4.07,BP
GO:0048858,cell projection morphogenesis,704,14,3.95,4.1e-05,0.197292,0.0015534803149606297,3.54,BP
GO:1901701,cellular response to oxygen-containing c...,1207,19,6.78,4.2e-05,0.20210399999999998,0.0015666976744186047,2.8,BP
GO:0006357,regulation of transcription by RNA polym...,2012,26,11.3,4.2e-05,0.20210399999999998,0.0015666976744186047,2.3,BP
GO:0040007,growth,1103,18,6.19,4.3e-05,0.20691600000000002,0.0015916615384615387,2.91,BP
GO:0009719,response to endogenous stimulus,1430,21,8.03,4.4e-05,0.211728,0.0015919398496240602,2.62,BP
GO:0022604,regulation of cell morphogenesis,530,12,2.98,4.4e-05,0.211728,0.0015919398496240602,4.03,BP
GO:0090304,nucleic acid metabolic process,4304,43,24.17,4.4e-05,0.211728,0.0015919398496240602,1.78,BP
GO:0060284,regulation of cell development,1106,18,6.21,4.5e-05,0.21654,0.0016159701492537313,2.9,BP
GO:0033554,cellular response to stress,1781,24,10,4.6e-05,0.221352,0.0016396444444444446,2.4,BP
GO:0070887,cellular response to chemical stimulus,3063,34,17.2,5.0e-05,0.2406,0.0017691176470588236,1.98,BP
GO:0042221,response to chemical,4182,42,23.48,5.1e-05,0.245412,0.0017913284671532844,1.79,BP
GO:1903829,positive regulation of cellular protein ...,302,9,1.7,5.3e-05,0.255036,0.001848086956521739,5.29,BP
GO:0010629,negative regulation of gene expression,1800,24,10.11,5.4e-05,0.25984799999999997,0.001869410071942446,2.37,BP
GO:0048667,cell morphogenesis involved in neuron di...,632,13,3.55,5.6e-05,0.269472,0.0019248000000000002,3.66,BP
GO:0051172,negative regulation of nitrogen compound...,2297,28,12.9,5.7e-05,0.27428400000000003,0.001945276595744681,2.17,BP
GO:0051649,establishment of localization in cell,1933,25,10.85,6.0e-05,0.28872000000000003,0.0020332394366197183,2.3,BP
GO:0071495,cellular response to endogenous stimulus,1241,19,6.97,6.1e-05,0.293532,0.0020526713286713287,2.73,BP
GO:1901699,cellular response to nitrogen compound,638,13,3.58,6.2e-05,0.298344,0.002071833333333333,3.63,BP
GO:0031325,positive regulation of cellular metaboli...,3240,35,18.19,6.6e-05,0.31759200000000004,0.002160489795918368,1.92,BP
GO:0046483,heterocycle metabolic process,4969,47,27.9,6.6e-05,0.31759200000000004,0.002160489795918368,1.68,BP
GO:0006366,transcription by RNA polymerase II,2067,26,11.61,6.6e-05,0.31759200000000004,0.002160489795918368,2.24,BP
GO:0019219,regulation of nucleobase-containing comp...,3382,36,18.99,6.8e-05,0.327216,0.002210918918918919,1.9,BP
GO:0007045,cell-substrate adherens junction assembl...,76,5,0.43,6.9e-05,0.332028,0.0022135199999999996,11.63,BP
GO:0048041,focal adhesion assembly,76,5,0.43,6.9e-05,0.332028,0.0022135199999999996,11.63,BP
GO:1901700,response to oxygen-containing compound,1593,22,8.94,7.0e-05,0.33684,0.002230728476821192,2.46,BP
GO:0031327,negative regulation of cellular biosynth...,1485,21,8.34,7.5e-05,0.36089999999999994,0.0023743421052631578,2.52,BP
GO:0051338,regulation of transferase activity,843,15,4.73,7.7e-05,0.370524,0.002421725490196078,3.17,BP
GO:0050789,regulation of biological process,11466,85,64.38,7.8e-05,0.375336,0.0024372467532467533,1.32,BP
GO:0065007,biological regulation,12076,88,67.8,8.9e-05,0.428268,0.00276301935483871,1.3,BP
GO:0065003,protein-containing complex assembly,1740,23,9.77,9.1e-05,0.437892,0.002807,2.35,BP
GO:0042063,gliogenesis,326,9,1.83,9.5e-05,0.45714000000000005,0.002905358490566038,4.92,BP
GO:0071417,cellular response to organonitrogen comp...,575,12,3.23,9.6e-05,0.46195200000000003,0.002905358490566038,3.72,BP
GO:0006725,cellular aromatic compound metabolic pro...,5041,47,28.3,9.6e-05,0.46195200000000003,0.002905358490566038,1.66,BP
GO:0008104,protein localization,2633,30,14.78,0.00010,0.4812,0.0029888198757763973,2.03,BP
GO:0030036,actin cytoskeleton organization,670,13,3.76,0.00010,0.4812,0.0029888198757763973,3.46,BP
GO:0060341,regulation of cellular localization,971,16,5.45,0.00011,0.52932,0.003227560975609756,2.94,BP
GO:0051272,positive regulation of cellular componen...,584,12,3.28,0.00011,0.52932,0.003227560975609756,3.66,BP
GO:0006417,regulation of translation,334,9,1.88,0.00011,0.52932,0.003227560975609756,4.79,BP
GO:0034333,adherens junction assembly,85,5,0.48,0.00012,0.5774400000000001,0.00347855421686747,10.42,BP
GO:0017148,negative regulation of translation,136,6,0.76,0.00012,0.5774400000000001,0.00347855421686747,7.89,BP
GO:0051252,regulation of RNA metabolic process,3073,33,17.25,0.00013,0.6255599999999999,0.003701538461538461,1.91,BP
GO:0008283,cell proliferation,2027,25,11.38,0.00013,0.6255599999999999,0.003701538461538461,2.2,BP
GO:0097435,supramolecular fiber organization,687,13,3.86,0.00013,0.6255599999999999,0.003701538461538461,3.37,BP
GO:1904375,regulation of protein localization to ce...,139,6,0.78,0.00014,0.67368,0.003894104046242774,7.69,BP
GO:0040017,positive regulation of locomotion,597,12,3.35,0.00014,0.67368,0.003894104046242774,3.58,BP
GO:0048589,developmental growth,790,14,4.44,0.00014,0.67368,0.003894104046242774,3.15,BP
GO:0016070,RNA metabolic process,3787,38,21.26,0.00014,0.67368,0.003894104046242774,1.79,BP
GO:0042127,regulation of cell proliferation,1676,22,9.41,0.00015,0.7217999999999999,0.004148275862068965,2.34,BP
GO:0045595,regulation of cell differentiation,1930,24,10.84,0.00016,0.76992,0.004374545454545455,2.21,BP
GO:0070507,regulation of microtubule cytoskeleton o...,205,7,1.15,0.00016,0.76992,0.004374545454545455,6.09,BP
GO:1902903,regulation of supramolecular fiber organ...,351,9,1.97,0.00017,0.8180400000000001,0.004570055865921788,4.57,BP
GO:0016049,cell growth,521,11,2.93,0.00017,0.8180400000000001,0.004570055865921788,3.75,BP
GO:0045596,negative regulation of cell differentiat...,806,14,4.53,0.00017,0.8180400000000001,0.004570055865921788,3.09,BP
GO:0030865,cortical cytoskeleton organization,50,4,0.28,0.00018,0.86616,0.004733114754098361,14.29,BP
GO:1902533,positive regulation of intracellular sig...,1016,16,5.7,0.00018,0.86616,0.004733114754098361,2.81,BP
GO:0098840,protein transport along microtubule,20,3,0.11,0.00018,0.86616,0.004733114754098361,27.27,BP
GO:0099118,microtubule-based protein transport,20,3,0.11,0.00018,0.86616,0.004733114754098361,27.27,BP
GO:0032269,negative regulation of cellular protein ...,1020,16,5.73,0.00019,0.9142800000000001,0.004889197860962567,2.79,BP
GO:0061640,cytoskeleton-dependent cytokinesis,94,5,0.53,0.00019,0.9142800000000001,0.004889197860962567,9.43,BP
GO:0030856,regulation of epithelial cell differenti...,148,6,0.83,0.00019,0.9142800000000001,0.004889197860962567,7.23,BP
GO:2000026,regulation of multicellular organismal d...,2207,26,12.39,0.00019,0.9142800000000001,0.004889197860962567,2.1,BP
GO:0051239,regulation of multicellular organismal p...,3294,34,18.5,0.00021,1,0.005346666666666666,1.84,BP
GO:0071824,protein-DNA complex subunit organization,215,7,1.21,0.00021,1,0.005346666666666666,5.79,BP
GO:0030335,positive regulation of cell migration,543,11,3.05,0.00025,1,0.006265625,3.61,BP
GO:0010468,regulation of gene expression,3892,38,21.85,0.00025,1,0.006265625,1.74,BP
GO:0034249,negative regulation of cellular amide me...,156,6,0.88,0.00025,1,0.006265625,6.82,BP
GO:0035556,intracellular signal transduction,2646,29,14.86,0.00027,1,0.006662769230769231,1.95,BP
GO:0016358,dendrite development,296,8,1.66,0.00027,1,0.006662769230769231,4.82,BP
GO:0010628,positive regulation of gene expression,2000,24,11.23,0.00027,1,0.006662769230769231,2.14,BP
GO:0051893,regulation of focal adhesion assembly,57,4,0.32,0.00030,1,0.007327918781725887,12.5,BP
GO:0090109,regulation of cell-substrate junction as...,57,4,0.32,0.00030,1,0.007327918781725887,12.5,BP
GO:0046907,intracellular transport,1523,20,8.55,0.00031,1,0.007496080402010051,2.34,BP
GO:0006355,"regulation of transcription, DNA-templat...",2805,30,15.75,0.00031,1,0.007496080402010051,1.9,BP
GO:1905477,positive regulation of protein localizat...,105,5,0.59,0.00032,1,0.00766089552238806,8.47,BP
GO:0034248,regulation of cellular amide metabolic p...,384,9,2.16,0.00032,1,0.00766089552238806,4.17,BP
GO:1903506,regulation of nucleic acid-templated tra...,2813,30,15.79,0.00033,1,0.007822463054187193,1.9,BP
GO:1903047,mitotic cell cycle process,658,12,3.69,0.00033,1,0.007822463054187193,3.25,BP
GO:0030029,actin filament-based process,758,13,4.26,0.00034,1,0.007903768115942029,3.05,BP
GO:0010948,negative regulation of cell cycle proces...,232,7,1.3,0.00034,1,0.007903768115942029,5.38,BP
GO:2000147,positive regulation of cell motility,565,11,3.17,0.00034,1,0.007903768115942029,3.47,BP
GO:2001141,regulation of RNA biosynthetic process,2822,30,15.84,0.00034,1,0.007903768115942029,1.89,BP
GO:0051129,negative regulation of cellular componen...,761,13,4.27,0.00035,1,0.008058373205741627,3.04,BP
GO:0031399,regulation of protein modification proce...,1783,22,10.01,0.00035,1,0.008058373205741627,2.2,BP
GO:1901362,organic cyclic compound biosynthetic pro...,3529,35,19.81,0.00036,1,0.008249142857142858,1.77,BP
GO:0000122,negative regulation of transcription by ...,869,14,4.88,0.00037,1,0.008398301886792452,2.87,BP
GO:1901652,response to peptide,392,9,2.2,0.00037,1,0.008398301886792452,4.09,BP
GO:0051248,negative regulation of protein metabolic...,1087,16,6.1,0.00038,1,0.008584788732394367,2.62,BP
GO:0060249,anatomical structure homeostasis,394,9,2.21,0.00039,1,0.008769532710280374,4.07,BP
GO:0032886,regulation of microtubule-based process,241,7,1.35,0.00043,1,0.009624,5.19,BP
GO:0010001,glial cell differentiation,242,7,1.36,0.00044,1,0.009712293577981652,5.15,BP
GO:0001952,regulation of cell-matrix adhesion,113,5,0.63,0.00044,1,0.009712293577981652,7.94,BP
GO:1903076,regulation of protein localization to pl...,113,5,0.63,0.00044,1,0.009712293577981652,7.94,BP
GO:0044093,positive regulation of molecular functio...,1450,19,8.14,0.00045,1,0.009887671232876712,2.33,BP
GO:0032879,regulation of localization,2869,30,16.11,0.00046,1,0.010015927601809955,1.86,BP
GO:1903391,regulation of adherens junction organiza...,64,4,0.36,0.00046,1,0.010015927601809955,11.11,BP
GO:0051336,regulation of hydrolase activity,1001,15,5.62,0.00049,1,0.010621081081081082,2.67,BP
GO:0043524,negative regulation of neuron apoptotic ...,179,6,1.01,0.00053,1,0.011436591928251121,5.94,BP
GO:0006351,"transcription, DNA-templated",2897,30,16.27,0.00054,1,0.011600357142857143,1.84,BP
GO:0010564,regulation of cell cycle process,598,11,3.36,0.00055,1,0.011762666666666668,3.27,BP
GO:0051241,negative regulation of multicellular org...,1357,18,7.62,0.00056,1,0.011822586206896551,2.36,BP
GO:0097659,nucleic acid-templated transcription,2905,30,16.31,0.00057,1,0.011822586206896551,1.84,BP
GO:0071353,cellular response to interleukin-4,29,3,0.16,0.00057,1,0.011822586206896551,18.75,BP
GO:0090169,regulation of spindle assembly,29,3,0.16,0.00057,1,0.011822586206896551,18.75,BP
GO:0070925,organelle assembly,801,13,4.5,0.00057,1,0.011822586206896551,2.89,BP
GO:0022402,cell cycle process,1128,16,6.33,0.00057,1,0.011822586206896551,2.53,BP
GO:0034654,nucleobase-containing compound biosynthe...,3328,33,18.69,0.00057,1,0.011822586206896551,1.77,BP
GO:0031109,microtubule polymerization or depolymeri...,120,5,0.67,0.00058,1,0.011978369098712447,7.46,BP
GO:0032774,RNA biosynthetic process,2918,30,16.38,0.00061,1,0.012490723404255317,1.83,BP
GO:0010608,posttranscriptional regulation of gene e...,510,10,2.86,0.00061,1,0.012490723404255317,3.5,BP
GO:0000281,mitotic cytokinesis,69,4,0.39,0.00062,1,0.012641694915254239,10.26,BP
GO:0008286,insulin receptor signaling pathway,122,5,0.69,0.00063,1,0.012791392405063292,7.25,BP
GO:0000278,mitotic cell cycle,813,13,4.56,0.00065,1,0.013142016806722688,2.85,BP
GO:0050768,negative regulation of neurogenesis,339,8,1.9,0.00066,1,0.01328836820083682,4.21,BP
GO:0008203,cholesterol metabolic process,124,5,0.7,0.00068,1,0.013634000000000002,7.14,BP
GO:0070670,response to interleukin-4,31,3,0.17,0.00069,1,0.013777095435684646,17.65,BP
GO:0023014,signal transduction by protein phosphory...,819,13,4.6,0.00070,1,0.013861728395061728,2.83,BP
GO:0045665,negative regulation of neuron differenti...,262,7,1.47,0.00070,1,0.013861728395061728,4.76,BP
GO:0048588,developmental cell growth,263,7,1.48,0.00072,1,0.014199344262295084,4.73,BP
GO:0034332,adherens junction organization,126,5,0.71,0.00073,1,0.014337795918367346,7.04,BP
GO:0035329,hippo signaling,32,3,0.18,0.00076,1,0.014746451612903225,16.67,BP
GO:0009966,regulation of signal transduction,2819,29,15.83,0.00076,1,0.014746451612903225,1.83,BP
GO:0033036,macromolecule localization,2958,30,16.61,0.00076,1,0.014746451612903225,1.81,BP
