GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,Ontology
GO:0051641,cellular localization,2629,114,58.42,8.3e-13,3.99396e-9,2.2188666666666665e-10,1.95,BP
GO:0044267,cellular protein metabolic process,4573,168,101.63,9.8e-13,4.71576e-9,2.481978947368421e-10,1.65,BP
GO:0010467,gene expression,4801,173,106.69,2.0e-12,9.623999999999999e-9,4.812e-10,1.62,BP
GO:0051171,regulation of nitrogen compound metaboli...,5150,182,114.45,2.1e-12,1.01052e-8,4.812e-10,1.59,BP
GO:0048522,positive regulation of cellular process,5410,188,120.23,3.3e-12,1.58796e-8,7.218e-10,1.56,BP
GO:0080090,regulation of primary metabolic process,5295,184,117.67,6.8e-12,3.27216e-8,1.4226782608695651e-9,1.56,BP
GO:0009059,macromolecule biosynthetic process,4105,152,91.23,1.3e-11,6.255600000000001e-8,2.50224e-9,1.67,BP
GO:0019222,regulation of metabolic process,6009,201,133.54,1.3e-11,6.255600000000001e-8,2.50224e-9,1.51,BP
GO:0090304,nucleic acid metabolic process,4304,157,95.65,1.6e-11,7.699199999999999e-8,2.961230769230769e-9,1.64,BP
GO:0051246,regulation of protein metabolic process,2720,113,60.45,1.7e-11,8.1804e-8,3.029777777777778e-9,1.87,BP
GO:0034613,cellular protein localization,1709,82,37.98,2.2e-11,1.0586400000000001e-7,3.780857142857143e-9,2.16,BP
GO:0060255,regulation of macromolecule metabolic pr...,5534,188,122.98,2.7e-11,1.29924e-7,4.4801379310344835e-9,1.53,BP
GO:0070727,cellular macromolecule localization,1719,82,38.2,2.9e-11,1.39548e-7,4.6516e-9,2.15,BP
GO:0034645,cellular macromolecule biosynthetic proc...,4006,148,89.03,3.3e-11,1.5879600000000001e-7,5.122451612903226e-9,1.66,BP
GO:0016070,RNA metabolic process,3787,142,84.16,3.5e-11,1.6842000000000002e-7,5.263125000000001e-9,1.69,BP
GO:0032268,regulation of cellular protein metabolic...,2529,106,56.2,5.3e-11,2.55036e-7,7.728363636363636e-9,1.89,BP
GO:0048518,positive regulation of biological proces...,6114,201,135.87,6.9e-11,3.32028e-7,9.624e-9,1.48,BP
GO:0033554,cellular response to stress,1781,83,39.58,7.0e-11,3.3684000000000004e-7,9.624e-9,2.1,BP
GO:0022402,cell cycle process,1128,61,25.07,1.2e-10,5.7744e-7,1.5606486486486488e-8,2.43,BP
GO:0071704,organic substance metabolic process,9887,288,219.72,1.2e-10,5.7744e-7,1.5606486486486488e-8,1.31,BP
GO:0030036,actin cytoskeleton organization,670,44,14.89,1.6e-10,7.6992e-7,2.0261052631578945e-8,2.96,BP
GO:0019538,protein metabolic process,5210,177,115.78,1.7e-10,8.1804e-7,2.0975384615384617e-8,1.53,BP
GO:0007049,cell cycle,1659,78,36.87,1.9e-10,9.1428e-7,2.2856999999999997e-8,2.12,BP
GO:0048519,negative regulation of biological proces...,5347,180,118.83,2.2e-10,1.05864e-6,2.5820487804878045e-8,1.51,BP
GO:0006139,nucleobase-containing compound metabolic...,4840,167,107.56,2.3e-10,1.10676e-6,2.6351428571428573e-8,1.55,BP
GO:0008152,metabolic process,10362,297,230.28,2.8e-10,1.3473600000000002e-6,3.1333953488372095e-8,1.29,BP
GO:0050794,regulation of cellular process,10724,304,238.32,4.7e-10,2.2616400000000003e-6,5.1400909090909094e-8,1.28,BP
GO:0010564,regulation of cell cycle process,598,40,13.29,6.6e-10,3.17592e-6,7.0576e-8,3.01,BP
GO:0048523,negative regulation of cellular process,4750,163,105.56,6.9e-10,3.32028e-6,7.218e-8,1.54,BP
GO:0051130,positive regulation of cellular componen...,1303,65,28.96,7.6e-10,3.65712e-6,7.781106382978722e-8,2.24,BP
GO:0031399,regulation of protein modification proce...,1783,80,39.62,9.9e-10,4.7638800000000005e-6,9.820408163265306e-8,2.02,BP
GO:0044271,cellular nitrogen compound biosynthetic ...,3970,142,88.23,1.0e-09,4.812000000000001e-6,9.820408163265306e-8,1.61,BP
GO:0008104,protein localization,2633,105,58.51,1.2e-09,5.7744e-6,1.15488e-7,1.79,BP
GO:0050789,regulation of biological process,11466,318,254.81,1.4e-09,6.7368e-6,1.3209411764705884e-7,1.25,BP
GO:0010556,regulation of macromolecule biosynthetic...,3333,124,74.07,1.8e-09,8.6616e-6,1.6656923076923075e-7,1.67,BP
GO:0046483,heterocycle metabolic process,4969,167,110.43,1.9e-09,9.1428e-6,1.6931111111111111e-7,1.51,BP
GO:0051726,regulation of cell cycle,976,53,21.69,1.9e-09,9.1428e-6,1.6931111111111111e-7,2.44,BP
GO:0051493,regulation of cytoskeleton organization,548,37,12.18,2.3e-09,1.1067599999999999e-5,2.0122909090909089e-7,3.04,BP
GO:0030029,actin filament-based process,758,45,16.85,2.4e-09,1.15488e-5,2.0622857142857143e-7,2.67,BP
GO:0044087,regulation of cellular component biogene...,957,52,21.27,2.7e-09,1.2992400000000001e-5,2.2793684210526316e-7,2.44,BP
GO:0006928,movement of cell or subcellular componen...,2039,86,45.31,4.1e-09,1.97292e-5,3.401586206896552e-7,1.9,BP
GO:2000112,regulation of cellular macromolecule bio...,3241,120,72.03,4.8e-09,2.30976e-5,3.914847457627119e-7,1.67,BP
GO:0006725,cellular aromatic compound metabolic pro...,5041,167,112.03,5.6e-09,2.69472e-5,4.4912e-7,1.49,BP
GO:0000278,mitotic cell cycle,813,46,18.07,6.9e-09,3.32028e-5,5.443081967213116e-7,2.55,BP
GO:0006412,translation,572,37,12.71,7.2e-09,3.46464e-5,5.588129032258064e-7,2.91,BP
GO:1901564,organonitrogen compound metabolic proces...,6107,193,135.72,7.6e-09,3.65712e-5,5.804952380952381e-7,1.42,BP
GO:0006464,cellular protein modification process,3496,126,77.69,8.8e-09,4.2345599999999997e-5,6.514707692307692e-7,1.62,BP
GO:0036211,protein modification process,3496,126,77.69,8.8e-09,4.2345599999999997e-5,6.514707692307692e-7,1.62,BP
GO:1901360,organic cyclic compound metabolic proces...,5235,171,116.34,9.5e-09,4.5714e-5,6.822985074626866e-7,1.47,BP
GO:0000226,microtubule cytoskeleton organization,578,37,12.85,9.5e-09,4.5714e-5,6.822985074626866e-7,2.88,BP
GO:0033036,macromolecule localization,2958,111,65.74,1.1e-08,5.2931999999999994e-5,7.671304347826087e-7,1.69,BP
GO:0097435,supramolecular fiber organization,687,41,15.27,1.1e-08,5.2931999999999994e-5,7.671304347826087e-7,2.69,BP
GO:0051179,localization,5896,187,131.03,1.2e-08,5.7744e-5,8.249142857142858e-7,1.43,BP
GO:0065007,biological regulation,12076,327,268.37,1.3e-08,6.2556e-5,8.688333333333334e-7,1.22,BP
GO:0051172,negative regulation of nitrogen compound...,2297,92,51.05,1.3e-08,6.2556e-5,8.688333333333334e-7,1.8,BP
GO:0008088,axo-dendritic transport,77,13,1.71,1.4e-08,6.7368e-5,9.228493150684931e-7,7.6,BP
GO:0031324,negative regulation of cellular metaboli...,2476,97,55.02,1.5e-08,7.217999999999999e-5,9.754054054054055e-7,1.76,BP
GO:0051301,cell division,590,37,13.11,1.6e-08,7.699200000000001e-5,1.0130526315789475e-6,2.82,BP
GO:0009889,regulation of biosynthetic process,3570,127,79.34,1.6e-08,7.699200000000001e-5,1.0130526315789475e-6,1.6,BP
GO:0007018,microtubule-based movement,278,24,6.18,1.7e-08,8.1804e-5,1.0623896103896104e-6,3.88,BP
GO:0010970,transport along microtubule,160,18,3.56,1.9e-08,9.1428e-5,1.1573164556962026e-6,5.06,BP
GO:0099111,microtubule-based transport,160,18,3.56,1.9e-08,9.1428e-5,1.1573164556962026e-6,5.06,BP
GO:0043043,peptide biosynthetic process,595,37,13.22,2.0e-08,9.624e-5,1.203e-6,2.8,BP
GO:0051252,regulation of RNA metabolic process,3073,113,68.29,2.3e-08,1.1067600000000001e-4,1.3663703703703703e-6,1.65,BP
GO:0030030,cell projection organization,1590,70,35.34,2.8e-08,1.34736e-4,1.643121951219512e-6,1.98,BP
GO:0010638,positive regulation of organelle organiz...,604,37,13.42,3.0e-08,1.4435999999999998e-4,1.7392771084337349e-6,2.76,BP
GO:1903827,regulation of cellular protein localizat...,526,34,11.69,3.1e-08,1.49172e-4,1.7549647058823529e-6,2.91,BP
GO:0031326,regulation of cellular biosynthetic proc...,3496,124,77.69,3.1e-08,1.49172e-4,1.7549647058823529e-6,1.6,BP
GO:0044249,cellular biosynthetic process,4923,161,109.41,3.2e-08,1.5398400000000002e-4,1.790511627906977e-6,1.47,BP
GO:0009892,negative regulation of metabolic process,2874,107,63.87,3.3e-08,1.58796e-4,1.8252413793103446e-6,1.68,BP
GO:1901576,organic substance biosynthetic process,5019,163,111.54,4.1e-08,1.97292e-4,2.2419545454545455e-6,1.46,BP
GO:0006518,peptide metabolic process,749,42,16.65,4.2e-08,2.02104e-4,2.2456e-6,2.52,BP
GO:0010468,regulation of gene expression,3892,134,86.49,4.2e-08,2.02104e-4,2.2456e-6,1.55,BP
GO:0120036,plasma membrane bounded cell projection ...,1544,68,34.31,4.5e-08,2.1653999999999998e-4,2.3795604395604396e-6,1.98,BP
GO:0012501,programmed cell death,1947,80,43.27,5.0e-08,2.406e-4,2.6152173913043475e-6,1.85,BP
GO:0009058,biosynthetic process,5115,165,113.67,5.2e-08,2.50224e-4,2.6905806451612904e-6,1.45,BP
GO:0010605,negative regulation of macromolecule met...,2612,99,58.05,5.3e-08,2.55036e-4,2.7131489361702125e-6,1.71,BP
GO:0019219,regulation of nucleobase-containing comp...,3382,120,75.16,5.6e-08,2.69472e-4,2.8365473684210526e-6,1.6,BP
GO:0016071,mRNA metabolic process,647,38,14.38,5.8e-08,2.79096e-4,2.90725e-6,2.64,BP
GO:0030705,cytoskeleton-dependent intracellular tra...,172,18,3.82,5.9e-08,2.83908e-4,2.9268865979381443e-6,4.71,BP
GO:0051649,establishment of localization in cell,1933,79,42.96,7.7e-08,3.70524e-4,3.780857142857143e-6,1.84,BP
GO:0060341,regulation of cellular localization,971,49,21.58,8.1e-08,3.89772e-4,3.937090909090909e-6,2.27,BP
GO:0006915,apoptotic process,1905,78,42.34,8.8e-08,4.2345599999999995e-4,4.23456e-6,1.84,BP
GO:0043412,macromolecule modification,3676,127,81.69,9.3e-08,4.47516e-4,4.430851485148515e-6,1.55,BP
GO:0007346,regulation of mitotic cell cycle,505,32,11.22,1.2e-07,5.774399999999999e-4,5.661176470588235e-6,2.85,BP
GO:0008219,cell death,2108,83,46.85,1.7e-07,8.180399999999999e-4,7.942135922330097e-6,1.77,BP
GO:0006351,"transcription, DNA-templated",2897,105,64.38,1.8e-07,8.661599999999999e-4,8.328461538461538e-6,1.63,BP
GO:0050793,regulation of developmental process,2753,101,61.18,1.9e-07,9.142800000000001e-4,8.707428571428573e-6,1.65,BP
GO:0009653,anatomical structure morphogenesis,2759,101,61.31,2.1e-07,0.00101052,9.44411214953271e-6,1.65,BP
GO:0097659,nucleic acid-templated transcription,2905,105,64.56,2.1e-07,0.00101052,9.44411214953271e-6,1.63,BP
GO:0006355,"regulation of transcription, DNA-templat...",2805,102,62.34,2.4e-07,0.0011548799999999998,1.0693333333333333e-5,1.64,BP
GO:0032774,RNA biosynthetic process,2918,105,64.85,2.6e-07,0.00125112,1.1271351351351351e-5,1.62,BP
GO:1903047,mitotic cell cycle process,658,37,14.62,2.6e-07,0.00125112,1.1271351351351351e-5,2.53,BP
GO:0070925,organelle assembly,801,42,17.8,2.6e-07,0.00125112,1.1271351351351351e-5,2.36,BP
GO:1903506,regulation of nucleic acid-templated tra...,2813,102,62.51,2.8e-07,0.0013473600000000001,1.192353982300885e-5,1.63,BP
GO:0051276,chromosome organization,1105,52,24.56,2.8e-07,0.0013473600000000001,1.192353982300885e-5,2.12,BP
GO:2001141,regulation of RNA biosynthetic process,2822,102,62.71,3.3e-07,0.00158796,1.3929473684210527e-5,1.63,BP
GO:0043933,protein-containing complex subunit organ...,1969,78,43.76,3.4e-07,0.0016360799999999998,1.4104137931034483e-5,1.78,BP
GO:0032502,developmental process,6278,190,139.52,3.4e-07,0.0016360799999999998,1.4104137931034483e-5,1.36,BP
GO:0006397,mRNA processing,453,29,10.07,4.0e-07,0.0019248,1.645128205128205e-5,2.88,BP
GO:0043604,amide biosynthetic process,701,38,15.58,4.4e-07,0.00211728,1.794305084745763e-5,2.44,BP
GO:0051129,negative regulation of cellular componen...,761,40,16.91,4.8e-07,0.0023097599999999997,1.940974789915966e-5,2.37,BP
GO:0000910,cytokinesis,158,16,3.51,5.0e-07,0.0024059999999999997,2.005e-5,4.56,BP
GO:0033044,regulation of chromosome organization,358,25,7.96,5.2e-07,0.00250224,2.0679669421487602e-5,3.14,BP
GO:0019220,regulation of phosphate metabolic proces...,1720,70,38.22,5.6e-07,0.0026947200000000003,2.1908292682926832e-5,1.83,BP
GO:0009893,positive regulation of metabolic process,3528,120,78.4,5.6e-07,0.0026947200000000003,2.1908292682926832e-5,1.53,BP
GO:0048699,generation of neurons,1687,69,37.49,5.7e-07,0.0027428400000000003,2.211967741935484e-5,1.84,BP
GO:0051174,regulation of phosphorus metabolic proce...,1721,70,38.25,5.8e-07,0.00279096,2.2327679999999998e-5,1.83,BP
GO:0046907,intracellular transport,1523,64,33.85,6.2e-07,0.00298344,2.3678095238095238e-5,1.89,BP
GO:0010604,positive regulation of macromolecule met...,3247,112,72.16,7.8e-07,0.0037533600000000003,2.9554015748031495e-5,1.55,BP
GO:0070507,regulation of microtubule cytoskeleton o...,205,18,4.56,8.2e-07,0.00394584,3.0826875e-5,3.95,BP
GO:0022603,regulation of anatomical structure morph...,1091,50,24.25,1.1e-06,0.0052932000000000005,4.071692307692308e-5,2.06,BP
GO:0034622,cellular protein-containing complex asse...,1000,47,22.22,1.1e-06,0.0052932000000000005,4.071692307692308e-5,2.12,BP
GO:0032270,positive regulation of cellular protein ...,1551,64,34.47,1.2e-06,0.0057744,4.3092537313432835e-5,1.86,BP
GO:0043603,cellular amide metabolic process,970,46,21.56,1.2e-06,0.0057744,4.3092537313432835e-5,2.13,BP
GO:0010948,negative regulation of cell cycle proces...,232,19,5.16,1.2e-06,0.0057744,4.3092537313432835e-5,3.68,BP
GO:0045595,regulation of cell differentiation,1930,75,42.89,1.2e-06,0.0057744,4.3092537313432835e-5,1.75,BP
GO:0022008,neurogenesis,1793,71,39.85,1.3e-06,0.0062556,4.53304347826087e-5,1.78,BP
GO:1902903,regulation of supramolecular fiber organ...,351,24,7.8,1.3e-06,0.0062556,4.53304347826087e-5,3.08,BP
GO:0032879,regulation of localization,2869,101,63.76,1.3e-06,0.0062556,4.53304347826087e-5,1.58,BP
GO:0009890,negative regulation of biosynthetic proc...,1524,63,33.87,1.3e-06,0.0062556,4.53304347826087e-5,1.86,BP
GO:0042325,regulation of phosphorylation,1559,64,34.65,1.4e-06,0.006736799999999999,4.812e-5,1.85,BP
GO:0050790,regulation of catalytic activity,1833,72,40.74,1.4e-06,0.006736799999999999,4.812e-5,1.77,BP
GO:0006357,regulation of transcription by RNA polym...,2012,77,44.71,1.5e-06,0.0072180000000000005,5.1191489361702126e-5,1.72,BP
GO:0048856,anatomical structure development,5881,177,130.7,1.8e-06,0.0086616,6.0570629370629375e-5,1.35,BP
GO:0016310,phosphorylation,2198,82,48.85,1.8e-06,0.0086616,6.0570629370629375e-5,1.68,BP
GO:0030182,neuron differentiation,1507,62,33.49,1.9e-06,0.0091428,6.349166666666666e-5,1.85,BP
GO:0001667,ameboidal-type cell migration,411,26,9.13,2.0e-06,0.009623999999999999,6.591780821917808e-5,2.85,BP
GO:0048869,cellular developmental process,4475,142,99.45,2.0e-06,0.009623999999999999,6.591780821917808e-5,1.43,BP
GO:0051173,positive regulation of nitrogen compound...,3096,106,68.8,2.4e-06,0.0115488,7.856326530612245e-5,1.54,BP
GO:0051247,positive regulation of protein metabolic...,1659,66,36.87,2.7e-06,0.0129924,8.778648648648649e-5,1.79,BP
GO:2000113,negative regulation of cellular macromol...,1391,58,30.91,2.8e-06,0.013473599999999999,9.042684563758389e-5,1.88,BP
GO:0065009,regulation of molecular function,2513,90,55.85,2.9e-06,0.013954800000000002,9.241589403973511e-5,1.61,BP
GO:0010629,negative regulation of gene expression,1800,70,40,2.9e-06,0.013954800000000002,9.241589403973511e-5,1.75,BP
GO:0010558,negative regulation of macromolecule bio...,1428,59,31.73,3.1e-06,0.0149172,9.813947368421053e-5,1.86,BP
GO:0006396,RNA processing,822,40,18.27,3.3e-06,0.0158796,1.0244903225806453e-4,2.19,BP
GO:0001932,regulation of protein phosphorylation,1431,59,31.8,3.3e-06,0.0158796,1.0244903225806453e-4,1.86,BP
GO:0006468,protein phosphorylation,1842,71,40.94,3.3e-06,0.0158796,1.0244903225806453e-4,1.73,BP
GO:0008090,retrograde axonal transport,20,6,0.44,3.5e-06,0.016842,1.0796153846153846e-4,13.64,BP
GO:0007399,nervous system development,2347,85,52.16,3.7e-06,0.0178044,1.1340382165605096e-4,1.63,BP
GO:0043067,regulation of programmed cell death,1573,63,34.96,3.8e-06,0.0182856,1.14285e-4,1.8,BP
GO:0031325,positive regulation of cellular metaboli...,3240,109,72,3.8e-06,0.0182856,1.14285e-4,1.51,BP
GO:2001252,positive regulation of chromosome organi...,184,16,4.09,3.8e-06,0.0182856,1.14285e-4,3.91,BP
GO:0006366,transcription by RNA polymerase II,2067,77,45.94,4.2e-06,0.020210399999999996,1.2553043478260868e-4,1.68,BP
GO:1901988,negative regulation of cell cycle phase ...,165,15,3.67,4.4e-06,0.021172800000000002,1.2989447852760735e-4,4.09,BP
GO:0034329,cell junction assembly,208,17,4.62,4.4e-06,0.021172800000000002,1.2989447852760735e-4,3.68,BP
GO:1903829,positive regulation of cellular protein ...,302,21,6.71,4.5e-06,0.021654,1.3203658536585364e-4,3.13,BP
GO:0042981,regulation of apoptotic process,1552,62,34.49,4.9e-06,0.023578799999999997,1.429018181818182e-4,1.8,BP
GO:0098930,axonal transport,58,9,1.29,5.0e-06,0.02406,1.449397590361446e-4,6.98,BP
GO:1901991,negative regulation of mitotic cell cycl...,147,14,3.27,5.3e-06,0.0255036,1.5002117647058824e-4,4.28,BP
GO:0006974,cellular response to DNA damage stimulus,748,37,16.62,5.3e-06,0.0255036,1.5002117647058824e-4,2.23,BP
GO:0070647,protein modification by small protein co...,748,37,16.62,5.3e-06,0.0255036,1.5002117647058824e-4,2.23,BP
GO:0034330,cell junction organization,257,19,5.71,5.3e-06,0.0255036,1.5002117647058824e-4,3.33,BP
GO:0120035,regulation of plasma membrane bounded ce...,784,38,17.42,6.3e-06,0.030315599999999998,1.772842105263158e-4,2.18,BP
GO:0010631,epithelial cell migration,285,20,6.33,6.6e-06,0.0317592,1.835791907514451e-4,3.16,BP
GO:0007275,multicellular organism development,5380,162,119.56,6.6e-06,0.0317592,1.835791907514451e-4,1.35,BP
GO:0045930,negative regulation of mitotic cell cycl...,238,18,5.29,6.9e-06,0.0332028,1.908206896551724e-4,3.4,BP
GO:0008283,cell proliferation,2027,75,45.05,7.3e-06,0.0351276,2.0072914285714289e-4,1.66,BP
GO:0090132,epithelium migration,287,20,6.38,7.4e-06,0.0356088,2.0232272727272726e-4,3.13,BP
GO:0042127,regulation of cell proliferation,1676,65,37.25,7.5e-06,0.036090000000000004,2.0389830508474576e-4,1.74,BP
GO:0034654,nucleobase-containing compound biosynthe...,3328,110,73.96,7.6e-06,0.0365712,2.0545617977528092e-4,1.49,BP
GO:0060284,regulation of cell development,1106,48,24.58,7.7e-06,0.037052400000000006,2.0699664804469276e-4,1.95,BP
GO:0090130,tissue migration,289,20,6.42,8.2e-06,0.0394584,2.168043956043956e-4,3.12,BP
GO:0032886,regulation of microtubule-based process,241,18,5.36,8.2e-06,0.0394584,2.168043956043956e-4,3.36,BP
GO:0031344,regulation of cell projection organizati...,793,38,17.62,8.2e-06,0.0394584,2.168043956043956e-4,2.16,BP
GO:0008380,RNA splicing,366,23,8.13,8.6e-06,0.0413832,2.2490869565217392e-4,2.83,BP
GO:1901653,cellular response to peptide,290,20,6.44,8.6e-06,0.0413832,2.2490869565217392e-4,3.11,BP
GO:0031056,regulation of histone modification,154,14,3.42,9.1e-06,0.04378919999999999,2.3669837837837836e-4,4.09,BP
GO:0000902,cell morphogenesis,1114,48,24.76,9.3e-06,0.0447516,2.406e-4,1.94,BP
GO:0010941,regulation of cell death,1723,66,38.29,9.4e-06,0.0452328,2.406e-4,1.72,BP
GO:0051960,regulation of nervous system development,1082,47,24.05,9.4e-06,0.0452328,2.406e-4,1.95,BP
GO:0031327,negative regulation of cellular biosynth...,1485,59,33,1.0e-05,0.04812,2.546031746031746e-4,1.79,BP
GO:0031401,positive regulation of protein modificat...,1219,51,27.09,1.1e-05,0.052932,2.7858947368421055e-4,1.88,BP
GO:1901987,regulation of cell cycle phase transitio...,297,20,6.6,1.2e-05,0.057744000000000004,2.976494845360825e-4,3.03,BP
GO:0001934,positive regulation of protein phosphory...,996,44,22.13,1.2e-05,0.057744000000000004,2.976494845360825e-4,1.99,BP
GO:0040017,positive regulation of locomotion,597,31,13.27,1.2e-05,0.057744000000000004,2.976494845360825e-4,2.34,BP
GO:0032989,cellular component morphogenesis,1225,51,27.22,1.2e-05,0.057744000000000004,2.976494845360825e-4,1.87,BP
GO:0050767,regulation of neurogenesis,967,43,21.49,1.3e-05,0.062556,3.191632653061224e-4,2,BP
GO:0031175,neuron projection development,1097,47,24.38,1.3e-05,0.062556,3.191632653061224e-4,1.93,BP
GO:0051338,regulation of transferase activity,843,39,18.73,1.4e-05,0.067368,3.419695431472081e-4,2.08,BP
GO:0007015,actin filament organization,405,24,9,1.5e-05,0.07218000000000001,3.62713567839196e-4,2.67,BP
GO:0030154,cell differentiation,4243,132,94.29,1.5e-05,0.07218000000000001,3.62713567839196e-4,1.4,BP
GO:0031032,actomyosin structure organization,206,16,4.58,1.6e-05,0.07699199999999999,3.8304477611940293e-4,3.49,BP
GO:0045786,negative regulation of cell cycle,462,26,10.27,1.6e-05,0.07699199999999999,3.8304477611940293e-4,2.53,BP
GO:1990778,protein localization to cell periphery,355,22,7.89,1.7e-05,0.081804,4.04970297029703e-4,2.79,BP
GO:0045934,negative regulation of nucleobase-contai...,1410,56,31.33,1.8e-05,0.086616,4.245882352941177e-4,1.79,BP
GO:0018130,heterocycle biosynthetic process,3392,110,75.38,1.8e-05,0.086616,4.245882352941177e-4,1.46,BP
GO:0051253,negative regulation of RNA metabolic pro...,1281,52,28.47,2.0e-05,0.09624,4.6718446601941755e-4,1.83,BP
GO:0010634,positive regulation of epithelial cell m...,144,13,3.2,2.0e-05,0.09624,4.6718446601941755e-4,4.06,BP
GO:1903311,regulation of mRNA metabolic process,258,18,5.73,2.1e-05,0.10105199999999999,4.7442253521126756e-4,3.14,BP
GO:0051272,positive regulation of cellular componen...,584,30,12.98,2.1e-05,0.10105199999999999,4.7442253521126756e-4,2.31,BP
GO:0019438,aromatic compound biosynthetic process,3405,110,75.67,2.1e-05,0.10105199999999999,4.7442253521126756e-4,1.45,BP
GO:0000281,mitotic cytokinesis,69,9,1.53,2.1e-05,0.10105199999999999,4.7442253521126756e-4,5.88,BP
GO:0080135,regulation of cellular response to stres...,674,33,14.98,2.1e-05,0.10105199999999999,4.7442253521126756e-4,2.2,BP
GO:1902531,regulation of intracellular signal trans...,1733,65,38.51,2.1e-05,0.10105199999999999,4.7442253521126756e-4,1.69,BP
GO:0006325,chromatin organization,735,35,16.33,2.1e-05,0.10105199999999999,4.7442253521126756e-4,2.14,BP
GO:0032269,negative regulation of cellular protein ...,1020,44,22.67,2.2e-05,0.105864,4.946915887850468e-4,1.94,BP
GO:2000026,regulation of multicellular organismal d...,2207,78,49.05,2.4e-05,0.11548800000000001,5.322027649769585e-4,1.59,BP
GO:0045892,"negative regulation of transcription, DN...",1189,49,26.42,2.4e-05,0.11548800000000001,5.322027649769585e-4,1.85,BP
GO:0065003,protein-containing complex assembly,1740,65,38.67,2.4e-05,0.11548800000000001,5.322027649769585e-4,1.68,BP
GO:1903507,negative regulation of nucleic acid-temp...,1193,49,26.51,2.6e-05,0.125112,5.73908256880734e-4,1.85,BP
GO:1902679,negative regulation of RNA biosynthetic ...,1194,49,26.53,2.7e-05,0.12992399999999998,5.878914027149321e-4,1.85,BP
GO:0071824,protein-DNA complex subunit organization,215,16,4.78,2.7e-05,0.12992399999999998,5.878914027149321e-4,3.35,BP
GO:0006796,phosphate-containing compound metabolic ...,2963,98,65.85,2.7e-05,0.12992399999999998,5.878914027149321e-4,1.49,BP
GO:2000147,positive regulation of cell motility,565,29,12.56,2.9e-05,0.139548,6.257757847533633e-4,2.31,BP
GO:1901990,regulation of mitotic cell cycle phase t...,265,18,5.89,2.9e-05,0.139548,6.257757847533633e-4,3.06,BP
GO:0044089,positive regulation of cellular componen...,538,28,11.96,3.1e-05,0.149172,6.659464285714286e-4,2.34,BP
GO:1902905,positive regulation of supramolecular fi...,195,15,4.33,3.3e-05,0.15879600000000002,7.02637168141593e-4,3.46,BP
GO:0048666,neuron development,1238,50,27.51,3.3e-05,0.15879600000000002,7.02637168141593e-4,1.82,BP
GO:0006793,phosphorus metabolic process,2985,98,66.34,3.6e-05,0.173232,7.63136563876652e-4,1.48,BP
GO:0030335,positive regulation of cell migration,543,28,12.07,3.7e-05,0.17804399999999998,7.808947368421052e-4,2.32,BP
GO:0035556,intracellular signal transduction,2646,89,58.8,3.8e-05,0.18285600000000002,7.915844155844156e-4,1.51,BP
GO:1901362,organic cyclic compound biosynthetic pro...,3529,112,78.43,3.8e-05,0.18285600000000002,7.915844155844156e-4,1.43,BP
GO:0044093,positive regulation of molecular functio...,1450,56,32.22,3.8e-05,0.18285600000000002,7.915844155844156e-4,1.74,BP
