GO.ID,Term,Annotated,Significant,Expected,classicFisher,bonferroni,bh,foldEnrichment,Ontology
GO:0042886,amide transport,1859,73,31.14,4.2e-12,2.02104e-8,2.9721176470588234e-10,2.34,BP
GO:0015031,protein transport,1784,71,29.88,4.8e-12,2.3097599999999998e-8,3.347478260869565e-10,2.38,BP
GO:0060341,regulation of cellular localization,971,49,16.26,5.3e-12,2.55036e-8,3.643371428571429e-10,3.01,BP
GO:0015833,peptide transport,1838,72,30.79,6.9e-12,3.32028e-8,4.676450704225351e-10,2.34,BP
GO:0043043,peptide biosynthetic process,595,37,9.97,7.5e-12,3.609e-8,5.0125e-10,3.71,BP
GO:1903827,regulation of cellular protein localizat...,526,34,8.81,2.0e-11,9.624e-8,1.3005405405405405e-9,3.86,BP
GO:0006996,organelle organization,3599,111,60.28,2.0e-11,9.624e-8,1.3005405405405405e-9,1.84,BP
GO:0019725,cellular homeostasis,940,47,15.75,2.1e-11,1.01052e-7,1.3473599999999998e-9,2.98,BP
GO:0032879,regulation of localization,2869,95,48.06,2.2e-11,1.0586400000000001e-7,1.3929473684210527e-9,1.98,BP
GO:0008219,cell death,2108,77,35.31,3.3e-11,1.5879600000000001e-7,2.0622857142857146e-9,2.18,BP
GO:0071702,organic substance transport,2551,87,42.73,4.6e-11,2.21352e-7,2.837846153846154e-9,2.04,BP
GO:1903829,positive regulation of cellular protein ...,302,25,5.06,6.0e-11,2.8872e-7,3.6546835443037972e-9,4.94,BP
GO:0071705,nitrogen compound transport,2178,78,36.48,6.2e-11,2.98344e-7,3.7293e-9,2.14,BP
GO:0006754,ATP biosynthetic process,133,17,2.23,9.3e-11,4.47516e-7,5.524888888888889e-9,7.62,BP
GO:0006915,apoptotic process,1905,71,31.91,9.7e-11,4.66764e-7,5.681638554216867e-9,2.23,BP
GO:0012501,programmed cell death,1947,72,32.61,9.8e-11,4.71576e-7,5.681638554216867e-9,2.21,BP
GO:0006457,protein folding,153,18,2.56,1.0e-10,4.812e-7,5.728571428571429e-9,7.03,BP
GO:0051050,positive regulation of transport,1096,50,18.36,1.1e-10,5.2932e-7,6.227294117647058e-9,2.72,BP
GO:0009156,ribonucleoside monophosphate biosyntheti...,158,18,2.65,1.8e-10,8.6616e-7,1.0071627906976745e-8,6.79,BP
GO:0043604,amide biosynthetic process,701,38,11.74,2.1e-10,1.01052e-6,1.1615172413793103e-8,3.24,BP
GO:0051128,regulation of cellular component organiz...,2590,86,43.38,2.4e-10,1.15488e-6,1.3123636363636363e-8,1.98,BP
GO:0009206,purine ribonucleoside triphosphate biosy...,143,17,2.4,3.0e-10,1.4436e-6,1.6220224719101125e-8,7.08,BP
GO:0009145,purine nucleoside triphosphate biosynthe...,144,17,2.41,3.3e-10,1.58796e-6,1.745010989010989e-8,7.05,BP
GO:0009124,nucleoside monophosphate biosynthetic pr...,164,18,2.75,3.3e-10,1.58796e-6,1.745010989010989e-8,6.55,BP
GO:0009201,ribonucleoside triphosphate biosynthetic...,146,17,2.45,4.1e-10,1.97292e-6,2.144478260869565e-8,6.94,BP
GO:0006886,intracellular protein transport,901,43,15.09,6.8e-10,3.27216e-6,3.518451612903226e-8,2.85,BP
GO:0009127,purine nucleoside monophosphate biosynth...,154,17,2.58,9.5e-10,4.5714e-6,4.8120000000000003e-8,6.59,BP
GO:0009168,purine ribonucleoside monophosphate bios...,154,17,2.58,9.5e-10,4.5714e-6,4.8120000000000003e-8,6.59,BP
GO:0009142,nucleoside triphosphate biosynthetic pro...,156,17,2.61,1.2e-09,5.7744e-6,5.9529896907216495e-8,6.51,BP
GO:0002181,cytoplasmic translation,83,13,1.39,1.2e-09,5.7744e-6,5.9529896907216495e-8,9.35,BP
GO:0033365,protein localization to organelle,789,39,13.22,1.7e-09,8.180399999999999e-6,8.347346938775509e-8,2.95,BP
GO:0009058,biosynthetic process,5115,135,85.68,3.0e-09,1.4436e-5,1.4581818181818182e-7,1.58,BP
GO:1901576,organic substance biosynthetic process,5019,133,84.07,3.3e-09,1.58796e-5,1.58796e-7,1.58,BP
GO:0044249,cellular biosynthetic process,4923,131,82.46,3.6e-09,1.73232e-5,1.7151683168316832e-7,1.59,BP
GO:0015672,monovalent inorganic cation transport,459,28,7.69,4.6e-09,2.2135199999999998e-5,2.1701176470588235e-7,3.64,BP
GO:0009060,aerobic respiration,76,12,1.27,4.8e-09,2.30976e-5,2.1997714285714287e-7,9.45,BP
GO:0006811,ion transport,1581,59,26.48,4.8e-09,2.30976e-5,2.1997714285714287e-7,2.23,BP
GO:0006812,cation transport,1110,47,18.59,4.8e-09,2.30976e-5,2.1997714285714287e-7,2.53,BP
GO:0051130,positive regulation of cellular componen...,1303,52,21.83,5.0e-09,2.406e-5,2.269811320754717e-7,2.38,BP
GO:0098662,inorganic cation transmembrane transport,621,33,10.4,5.8e-09,2.7909599999999998e-5,2.608373831775701e-7,3.17,BP
GO:0051049,regulation of transport,1973,68,33.05,6.8e-09,3.2721599999999995e-5,3.029777777777778e-7,2.06,BP
GO:0044267,cellular protein metabolic process,4573,123,76.6,7.8e-09,3.75336e-5,3.443449541284404e-7,1.61,BP
GO:0098660,inorganic ion transmembrane transport,664,34,11.12,8.5e-09,4.0902e-5,3.718363636363636e-7,3.06,BP
GO:0098655,cation transmembrane transport,698,35,11.69,8.6e-09,4.1383199999999994e-5,3.7282162162162163e-7,2.99,BP
GO:0009260,ribonucleotide biosynthetic process,228,19,3.82,1.1e-08,5.2931999999999994e-5,4.726071428571428e-7,4.97,BP
GO:0051246,regulation of protein metabolic process,2720,84,45.56,1.3e-08,6.2556e-5,5.535929203539823e-7,1.84,BP
GO:0046390,ribose phosphate biosynthetic process,235,19,3.94,1.8e-08,8.6616e-5,7.597894736842105e-7,4.82,BP
GO:0019538,protein metabolic process,5210,134,87.27,2.0e-08,9.624e-5,8.368695652173913e-7,1.54,BP
GO:0042592,homeostatic process,1899,65,31.81,2.1e-08,1.01052e-4,8.711379310344828e-7,2.04,BP
GO:1904951,positive regulation of establishment of ...,467,27,7.82,2.7e-08,1.29924e-4,1.1104615384615385e-6,3.45,BP
GO:0033043,regulation of organelle organization,1260,49,21.11,3.3e-08,1.58796e-4,1.345728813559322e-6,2.32,BP
GO:0009152,purine ribonucleotide biosynthetic proce...,219,18,3.67,3.4e-08,1.63608e-4,1.3748571428571428e-6,4.9,BP
GO:0048518,positive regulation of biological proces...,6114,150,102.41,3.8e-08,1.82856e-4,1.5238000000000001e-6,1.46,BP
GO:0034220,ion transmembrane transport,887,39,14.86,4.2e-08,2.02104e-4,1.670280991735537e-6,2.62,BP
GO:0051222,positive regulation of protein transport,448,26,7.5,4.5e-08,2.1653999999999998e-4,1.7749180327868853e-6,3.47,BP
GO:0010257,NADH dehydrogenase complex assembly,45,9,0.75,4.9e-08,2.35788e-4,1.901516129032258e-6,12,BP
GO:0032981,mitochondrial respiratory chain complex ...,45,9,0.75,4.9e-08,2.35788e-4,1.901516129032258e-6,12,BP
GO:0055085,transmembrane transport,1281,49,21.46,5.5e-08,2.6466e-4,2.1172800000000003e-6,2.28,BP
GO:0043067,regulation of programmed cell death,1573,56,26.35,6.4e-08,3.0796800000000004e-4,2.4249448818897636e-6,2.13,BP
GO:0070201,regulation of establishment of protein l...,757,35,12.68,6.4e-08,3.0796800000000004e-4,2.4249448818897636e-6,2.76,BP
GO:0042981,regulation of apoptotic process,1552,55,26,9.9e-08,4.76388e-4,3.72178125e-6,2.12,BP
GO:0010941,regulation of cell death,1723,59,28.86,1.0e-07,4.812e-4,3.7302325581395347e-6,2.04,BP
GO:0007399,nervous system development,2347,73,39.31,1.2e-07,5.774399999999999e-4,4.374545454545454e-6,1.86,BP
GO:0006164,purine nucleotide biosynthetic process,238,18,3.99,1.2e-07,5.774399999999999e-4,4.374545454545454e-6,4.51,BP
GO:0006139,nucleobase-containing compound metabolic...,4840,124,81.07,1.2e-07,5.774399999999999e-4,4.374545454545454e-6,1.53,BP
GO:0010638,positive regulation of organelle organiz...,604,30,10.12,1.3e-07,6.2556e-4,4.703458646616542e-6,2.96,BP
GO:0055082,cellular chemical homeostasis,819,36,13.72,1.4e-07,6.736800000000001e-4,4.990222222222223e-6,2.62,BP
GO:0051693,actin filament capping,37,8,0.62,1.4e-07,6.736800000000001e-4,4.990222222222223e-6,12.9,BP
GO:0072522,purine-containing compound biosynthetic ...,243,18,4.07,1.6e-07,7.6992e-4,5.661176470588235e-6,4.42,BP
GO:0060996,dendritic spine development,124,13,2.08,1.7e-07,8.180399999999999e-4,5.971094890510948e-6,6.25,BP
GO:0031175,neuron projection development,1097,43,18.37,2.0e-07,9.624e-4,6.9739130434782605e-6,2.34,BP
GO:0099173,postsynapse organization,196,16,3.28,2.2e-07,0.00105864,7.5080851063829785e-6,4.88,BP
GO:0030182,neuron differentiation,1507,53,25.24,2.2e-07,0.00105864,7.5080851063829785e-6,2.1,BP
GO:0051223,regulation of protein transport,725,33,12.14,2.2e-07,0.00105864,7.5080851063829785e-6,2.72,BP
GO:0006873,cellular ion homeostasis,659,31,11.04,2.6e-07,0.00125112,8.810704225352112e-6,2.81,BP
GO:1901360,organic cyclic compound metabolic proces...,5235,130,87.69,3.2e-07,0.00153984,1.076811188811189e-5,1.48,BP
GO:0009165,nucleotide biosynthetic process,284,19,4.76,3.6e-07,0.0017323199999999999,1.2029999999999998e-5,3.99,BP
GO:0009056,catabolic process,2279,70,38.17,3.7e-07,0.00178044,1.2278896551724139e-5,1.83,BP
GO:0048522,positive regulation of cellular process,5410,133,90.62,3.8e-07,0.0018285600000000001,1.2439183673469389e-5,1.47,BP
GO:0006725,cellular aromatic compound metabolic pro...,5041,126,84.44,3.8e-07,0.0018285600000000001,1.2439183673469389e-5,1.49,BP
GO:0044248,cellular catabolic process,2013,64,33.72,4.0e-07,0.0019248,1.3005405405405406e-5,1.9,BP
GO:0030835,negative regulation of actin filament de...,42,8,0.7,4.1e-07,0.00197292,1.3241073825503356e-5,11.43,BP
GO:0098771,inorganic ion homeostasis,750,33,12.56,4.8e-07,0.0023097599999999997,1.5398399999999998e-5,2.63,BP
GO:1901293,nucleoside phosphate biosynthetic proces...,290,19,4.86,5.0e-07,0.0024059999999999997,1.5933774834437085e-5,3.91,BP
GO:0030003,cellular cation homeostasis,645,30,10.8,5.2e-07,0.00250224,1.6462105263157897e-5,2.78,BP
GO:0046483,heterocycle metabolic process,4969,124,83.23,5.5e-07,0.0026466000000000003,1.7298039215686274e-5,1.49,BP
GO:0048699,generation of neurons,1687,56,28.26,6.3e-07,0.00303156,1.9685454545454545e-5,1.98,BP
GO:0051129,negative regulation of cellular componen...,761,33,12.75,6.7e-07,0.00322404,2.080025806451613e-5,2.59,BP
GO:0033108,mitochondrial respiratory chain complex ...,78,10,1.31,7.0e-07,0.0033683999999999997,2.159230769230769e-5,7.63,BP
GO:0048878,chemical homeostasis,1192,44,19.97,7.5e-07,0.0036090000000000002,2.2987261146496814e-5,2.2,BP
GO:0065009,regulation of molecular function,2513,74,42.09,8.0e-07,0.0038496,2.4364556962025314e-5,1.76,BP
GO:0090087,regulation of peptide transport,769,33,12.88,8.4e-07,0.00404208,2.5263e-5,2.56,BP
GO:0048666,neuron development,1238,45,20.74,8.4e-07,0.00404208,2.5263e-5,2.17,BP
GO:0022008,neurogenesis,1793,58,30.03,8.9e-07,0.00428268,2.6600496894409936e-5,1.93,BP
GO:0051016,barbed-end actin filament capping,21,6,0.35,9.3e-07,0.00447516,2.762444444444444e-5,17.14,BP
GO:0055080,cation homeostasis,736,32,12.33,9.4e-07,0.00452328,2.7750184049079752e-5,2.6,BP
GO:0008380,RNA splicing,366,21,6.13,1.1e-06,0.0052932000000000005,3.2080000000000005e-5,3.43,BP
GO:0050801,ion homeostasis,816,34,13.67,1.1e-06,0.0052932000000000005,3.2080000000000005e-5,2.49,BP
GO:0016192,vesicle-mediated transport,1382,48,23.15,1.3e-06,0.0062556,3.7684337349397596e-5,2.07,BP
GO:0007005,mitochondrion organization,468,24,7.84,1.4e-06,0.006736799999999999,4.01e-5,3.06,BP
GO:0044271,cellular nitrogen compound biosynthetic ...,3970,103,66.5,1.4e-06,0.006736799999999999,4.01e-5,1.55,BP
GO:0016310,phosphorylation,2198,66,36.82,1.9e-06,0.0091428,5.3781176470588236e-5,1.79,BP
GO:0030834,regulation of actin filament depolymeriz...,51,8,0.85,1.9e-06,0.0091428,5.3781176470588236e-5,9.41,BP
GO:0072593,reactive oxygen species metabolic proces...,288,18,4.82,2.0e-06,0.009623999999999999,5.628070175438596e-5,3.73,BP
GO:0044087,regulation of cellular component biogene...,957,37,16.03,2.1e-06,0.010105199999999998,5.875116279069767e-5,2.31,BP
GO:0061024,membrane organization,655,29,10.97,2.2e-06,0.010586400000000001,6.119306358381503e-5,2.64,BP
GO:0006839,mitochondrial transport,182,14,3.05,2.5e-06,0.01203,6.913793103448276e-5,4.59,BP
GO:0090316,positive regulation of intracellular pro...,134,12,2.24,2.7e-06,0.0129924,7.424228571428571e-5,5.36,BP
GO:0016358,dendrite development,296,18,4.96,2.9e-06,0.013954800000000002,7.928863636363636e-5,3.63,BP
GO:0050807,regulation of synapse organization,268,17,4.49,3.1e-06,0.0149172,8.42779661016949e-5,3.79,BP
GO:0043254,regulation of protein complex assembly,458,23,7.67,3.3e-06,0.0158796,8.921123595505619e-5,3,BP
GO:0033554,cellular response to stress,1781,56,29.83,3.4e-06,0.016360800000000002,9.140111731843576e-5,1.88,BP
GO:0030042,actin filament depolymerization,55,8,0.92,3.5e-06,0.016842,9.356666666666667e-5,8.7,BP
GO:0120035,regulation of plasma membrane bounded ce...,784,32,13.13,3.6e-06,0.0173232,9.570828729281768e-5,2.44,BP
GO:1901880,negative regulation of protein depolymer...,74,9,1.24,4.0e-06,0.019247999999999998,1.0518032786885245e-4,7.26,BP
GO:0032268,regulation of cellular protein metabolic...,2529,72,42.36,4.0e-06,0.019247999999999998,1.0518032786885245e-4,1.7,BP
GO:0032271,regulation of protein polymerization,218,15,3.65,4.4e-06,0.021172800000000002,1.150695652173913e-4,4.11,BP
GO:0031344,regulation of cell projection organizati...,793,32,13.28,4.5e-06,0.021654,1.1704864864864865e-4,2.41,BP
GO:0046916,cellular transition metal ion homeostasi...,96,10,1.61,4.8e-06,0.0230976,1.2418064516129032e-4,6.21,BP
GO:0050803,regulation of synapse structure or activ...,278,17,4.66,5.1e-06,0.024541200000000003,1.3123636363636366e-4,3.65,BP
GO:0051186,cofactor metabolic process,506,24,8.48,5.3e-06,0.0255036,1.3565744680851062e-4,2.83,BP
GO:1901698,response to nitrogen compound,997,37,16.7,5.4e-06,0.0259848,1.3748571428571428e-4,2.22,BP
GO:0080090,regulation of primary metabolic process,5295,126,88.69,5.6e-06,0.026947199999999998,1.4182736842105264e-4,1.42,BP
GO:0031333,negative regulation of protein complex a...,144,12,2.41,5.8e-06,0.027909600000000003,1.461235602094241e-4,4.98,BP
GO:1901700,response to oxygen-containing compound,1593,51,26.68,6.0e-06,0.028872000000000002,1.50375e-4,1.91,BP
GO:0042982,amyloid precursor protein metabolic proc...,60,8,1.01,6.9e-06,0.0332028,1.7114845360824744e-4,7.92,BP
GO:0006875,cellular metal ion homeostasis,585,26,9.8,6.9e-06,0.0332028,1.7114845360824744e-4,2.65,BP
GO:1901575,organic substance catabolic process,1874,57,31.39,7.4e-06,0.0356088,1.826092307692308e-4,1.82,BP
GO:0030837,negative regulation of actin filament po...,61,8,1.02,7.8e-06,0.0375336,1.9149795918367346e-4,7.84,BP
GO:0050790,regulation of catalytic activity,1833,56,30.7,7.9e-06,0.0380148,1.9296852791878173e-4,1.82,BP
GO:0043066,negative regulation of apoptotic process,937,35,15.69,8.6e-06,0.0413832,2.0900606060606064e-4,2.23,BP
GO:0010243,response to organonitrogen compound,898,34,15.04,8.8e-06,0.042345600000000004,2.1067462686567164e-4,2.26,BP
GO:0055065,metal ion homeostasis,667,28,11.17,8.8e-06,0.042345600000000004,2.1067462686567164e-4,2.51,BP
GO:0006605,protein targeting,260,16,4.36,8.8e-06,0.042345600000000004,2.1067462686567164e-4,3.67,BP
GO:0055076,transition metal ion homeostasis,126,11,2.11,9.1e-06,0.04378919999999999,2.157103448275862e-4,5.21,BP
GO:0006397,mRNA processing,453,22,7.59,9.1e-06,0.04378919999999999,2.157103448275862e-4,2.9,BP
GO:0031323,regulation of cellular metabolic process,5454,128,91.35,9.4e-06,0.0452328,2.2064780487804876e-4,1.4,BP
GO:0048519,negative regulation of biological proces...,5347,126,89.56,9.4e-06,0.0452328,2.2064780487804876e-4,1.41,BP
GO:1990778,protein localization to cell periphery,355,19,5.95,9.7e-06,0.0466764,2.265844660194175e-4,3.19,BP
GO:0050808,synapse organization,455,22,7.62,9.8e-06,0.047157599999999994,2.2671923076923075e-4,2.89,BP
GO:0099175,regulation of postsynapse organization,127,11,2.13,9.8e-06,0.047157599999999994,2.2671923076923075e-4,5.16,BP
GO:0060548,negative regulation of cell death,1067,38,17.87,1.0e-05,0.04812,2.2914285714285718e-4,2.13,BP
GO:0043242,negative regulation of protein complex d...,83,9,1.39,1.0e-05,0.04812,2.2914285714285718e-4,6.47,BP
GO:0044093,positive regulation of molecular functio...,1450,47,24.29,1.1e-05,0.052932,2.473457943925234e-4,1.93,BP
GO:0019222,regulation of metabolic process,6009,138,100.65,1.1e-05,0.052932,2.473457943925234e-4,1.37,BP
GO:1905477,positive regulation of protein localizat...,105,10,1.76,1.1e-05,0.052932,2.473457943925234e-4,5.68,BP
GO:0051171,regulation of nitrogen compound metaboli...,5150,122,86.26,1.1e-05,0.052932,2.473457943925234e-4,1.41,BP
GO:0022604,regulation of cell morphogenesis,530,24,8.88,1.2e-05,0.057744000000000004,2.6610138248847924e-4,2.7,BP
GO:0120036,plasma membrane bounded cell projection ...,1544,49,25.86,1.2e-05,0.057744000000000004,2.6610138248847924e-4,1.89,BP
GO:0016999,antibiotic metabolic process,130,11,2.18,1.2e-05,0.057744000000000004,2.6610138248847924e-4,5.05,BP
GO:0043069,negative regulation of programmed cell d...,955,35,16,1.3e-05,0.062556,2.86954128440367e-4,2.19,BP
GO:0070887,cellular response to chemical stimulus,3063,81,51.31,1.4e-05,0.067368,3.076164383561644e-4,1.58,BP
GO:1901879,regulation of protein depolymerization,87,9,1.46,1.5e-05,0.07218000000000001,3.251351351351352e-4,6.16,BP
GO:0032535,regulation of cellular component size,400,20,6.7,1.5e-05,0.07218000000000001,3.251351351351352e-4,2.99,BP
GO:0033157,regulation of intracellular protein tran...,213,14,3.57,1.5e-05,0.07218000000000001,3.251351351351352e-4,3.92,BP
GO:0090407,organophosphate biosynthetic process,505,23,8.46,1.6e-05,0.07699199999999999,3.437142857142857e-4,2.72,BP
GO:0006897,endocytosis,615,26,10.3,1.6e-05,0.07699199999999999,3.437142857142857e-4,2.52,BP
GO:0032984,protein-containing complex disassembly,216,14,3.62,1.8e-05,0.086616,3.8496e-4,3.87,BP
GO:0043624,cellular protein complex disassembly,136,11,2.28,1.9e-05,0.09142800000000001,4.0276651982378855e-4,4.82,BP
GO:0030833,regulation of actin filament polymerizat...,162,12,2.71,1.9e-05,0.09142800000000001,4.0276651982378855e-4,4.43,BP
GO:0006120,"mitochondrial electron transport, NADH t...",21,5,0.35,2.1e-05,0.10105199999999999,4.412751091703057e-4,14.29,BP
GO:1905475,regulation of protein localization to me...,191,13,3.2,2.1e-05,0.10105199999999999,4.412751091703057e-4,4.06,BP
GO:0051054,positive regulation of DNA metabolic pro...,249,15,4.17,2.2e-05,0.105864,4.602782608695652e-4,3.6,BP
